Id,MId,BillNo,BillDate,PONo,PODate,Particulars,WONo,BGGroup,AcHead,Amount,BudgetCode,PVEVNo
751,638,-,2013-10-12,-,,-,NA,9,40,1200.0,0,
752,640,-,2013-09-06,,,-,NA,2,26,560.0,0,
753,641,-,2013-10-09,-,,-,NA,2,16,120.0,0,
754,641,-,2013-10-09,-,,-,NA,2,26,175.0,0,
755,642,-,2013-09-02,,,-,NA,8,16,664.0,0,
756,643,-,2013-09-10,,,-,NA,3,26,95.0,0,
757,644,-,2013-10-09,-,,-,NA,2,16,240.0,0,
758,644,-,2013-10-09,,,-,NA,2,26,175.0,0,
759,645,-,2013-09-10,,,-,NA,2,26,400.0,0,
760,646,-,2013-10-14,-,,-,NA,8,43,148.0,0,
761,647,-,2013-10-18,-,,-,NA,9,16,100.0,0,
762,648,-,2013-09-10,,,-,NA,5,26,55.0,0,
763,649,-,2013-10-08,-,,-,NA,3,16,364.0,0,
764,649,-,2013-10-08,-,,-,NA,3,26,175.0,0,
765,650,-,2013-09-10,,,-,NA,3,26,91.0,0,
766,651,-,2013-10-18,-,,-,NA,3,26,175.0,0,
767,651,-,2013-10-18,,,-,NA,3,16,228.0,0,
768,652,-,2013-09-10,,,-,NA,4,16,115.0,0,
769,653,-,2013-09-10,,,-,NA,2,16,135.0,0,
770,654,-,2013-10-18,-,,-,NA,3,16,228.0,0,
771,654,-,2013-10-18,-,,-,NA,3,26,70.0,0,
772,655,-,2013-09-10,,,-,NA,4,16,115.0,0,
773,656,-,2013-10-18,-,,-,NA,3,16,32.0,0,
774,656,-,2013-10-18,,,-,NA,3,26,35.0,0,
775,657,-,2013-09-09,-,,-,NA,5,16,476.0,0,
776,658,-,2013-09-09,,,-,NA,5,16,300.0,0,
777,659,-,2013-10-18,,,-,NA,3,16,70.0,0,
778,659,-,2013-10-18,,,-,NA,3,26,70.0,0,
779,660,-,2013-10-21,-,,-,NA,9,16,100.0,0,
780,661,"195,196",2013-10-16,-,,-,NA,8,26,1230.0,0,
781,662,3114,2013-10-19,-,,-,NA,9,16,100.0,0,
782,663,-,2013-10-16,-,,-,NA,8,43,1201.0,0,
783,665,-,2013-10-19,-,,-,NA,15,11,2200.0,0,
784,666,-,2013-10-21,,,-,NA,15,16,1520.0,0,
785,667,-,2013-10-19,-,,-,NA,5,16,300.0,0,
786,667,-,2013-10-19,,,-,NA,5,16,35.0,0,
787,668,-,2013-10-19,,,-,NA,5,26,35.0,0,
788,669,-,2013-10-07,,,-,NA,5,26,35.0,0,
789,670,-,2013-10-21,,,-,NA,5,16,300.0,0,
790,670,-,2013-10-21,,,-,NA,5,26,35.0,0,
791,671,-,2013-10-08,,,-,NA,2,26,35.0,0,
792,672,-,2013-10-21,,,-,NA,5,26,70.0,0,
793,673,-,2013-10-21,,,-,NA,5,16,60.0,0,
794,673,-,2013-10-21,,,-,NA,5,26,35.0,0,
795,674,-,2013-10-21,,,-,NA,5,16,528.0,0,
796,675,-,2013-10-16,,,-,NA,5,16,616.0,0,
797,676,-,2013-10-21,,,-,NA,5,16,60.0,0,
798,676,-,2013-10-21,,,-,NA,5,26,35.0,0,
799,677,-,2013-10-21,,,-,NA,5,16,300.0,0,
800,677,-,2013-10-21,,,-,NA,5,26,35.0,0,
801,678,-,2013-10-21,,,-,NA,5,26,65.0,0,
802,678,-,2013-10-21,,,-,NA,5,16,180.0,0,
803,679,-,2013-10-21,,,-,NA,5,16,280.0,0,
804,679,-,2013-10-21,,,-,NA,5,26,35.0,0,
805,680,-,2013-10-21,,,-,NA,4,16,268.0,0,
806,680,-,2013-10-21,,,-,NA,4,26,35.0,0,
807,681,-,2013-10-21,,,-,NA,4,16,100.0,0,
808,682,-,2013-10-11,,,-,NA,15,26,35.0,0,
809,683,-,2013-10-21,,,-,NA,2,16,1804.0,0,
810,685,-,2013-10-14,,,-,NA,13,16,115.0,0,
811,685,-,2013-10-14,,,-,NA,13,25,56.0,0,
812,686,-,2013-10-17,,,-,NA,2,26,35.0,0,
813,686,-,2013-10-17,,,-,NA,2,16,30.0,0,
814,687,-,2013-10-23,,,-,NA,3,26,220.0,0,
815,688,-,2013-10-23,,,-,NA,3,16,72.0,0,
816,688,-,2013-10-23,,,-,NA,3,26,50.0,0,
817,689,-,2013-11-23,,,-,NA,4,16,100.0,0,
818,690,-,2013-11-10,,,-,NA,12,16,80.0,0,
819,691,-,2013-10-23,,,-,NA,5,16,80.0,0,
820,691,-,2013-10-23,,,-,NA,5,26,35.0,0,
821,692,-,2013-10-10,,,-,NA,5,16,120.0,0,
822,693,-,2013-10-21,,,-,NA,5,16,300.0,0,
823,694,-,2013-10-21,,,-,NA,5,16,200.0,0,
824,695,-,2013-10-11,,,-,NA,5,26,70.0,0,
825,696,-,2013-10-15,,,-,NA,5,16,105.0,0,
826,696,-,2013-10-15,,,-,NA,5,26,35.0,0,
827,697,-,2013-10-21,,,-,NA,5,16,360.0,0,
828,698,-,2013-10-12,,,-,NA,2,16,1215.0,0,
829,699,-,2013-10-10,,,-,NA,4,45,285.0,0,
830,700,--,2013-10-17,,,-,NA,5,16,300.0,0,
831,701,-,2013-10-21,,,-,NA,5,16,300.0,0,
832,702,-,2013-10-15,,,-,NA,2,16,476.0,0,
833,702,-,2013-10-15,,,-,NA,2,26,105.0,0,
834,703,-,2013-10-17,,,-,NA,2,16,70.0,0,
835,703,-,2013-10-17,,,-,NA,2,26,330.0,0,
836,704,-,2013-10-21,,,-,NA,5,16,120.0,0,
837,705,-,2013-10-22,,,-,NA,10,16,10620.0,0,
838,706,-,2013-10-08,,,-,NA,5,16,400.0,0,
839,707,-,2013-10-09,,,-,NA,13,26,70.0,0,
840,708,-,2013-10-26,,,-,NA,15,16,104.0,0,
841,709,-,2013-10-26,,,-,NA,8,43,296.0,0,
842,710,-,2013-10-24,,,-,NA,13,45,120.0,0,
843,711,-,2013-10-29,,,-,NA,15,16,119.0,0,
844,712,-,2013-10-31,,,-,NA,8,16,100.0,0,
845,713,-,2013-10-30,,,-,NA,8,26,705.0,0,
846,714,-,2013-10-29,,,-,NA,9,20,1067.42,0,
847,715,-,2013-10-30,,,-,NA,9,16,150.0,0,
848,716,-,2013-10-30,,,-,NA,8,16,204.0,0,
849,716,-,2013-10-30,,,-,NA,8,26,50.0,0,
850,717,-,2013-10-30,,,-,NA,8,16,184.0,0,
851,717,-,2013-10-30,,,-,NA,8,26,50.0,0,
852,717,-,2013-10-30,,,-,NA,8,45,6.0,0,
853,718,-,2013-10-30,,,-,NA,3,16,80.0,0,
854,718,-,2013-10-30,,,-,NA,3,26,35.0,0,
855,719,-,2013-10-30,,,-,NA,3,16,80.0,0,
856,719,-,2013-10-30,,,-,NA,3,26,35.0,0,
857,720,-,2013-10-30,,,-,NA,5,26,35.0,0,
858,721,-,2013-10-30,,,-,NA,5,26,35.0,0,
859,722,-,2013-10-30,,,-,NA,13,16,554.0,0,
860,722,-,2013-10-30,,,-,NA,13,26,105.0,0,
861,723,-,2013-10-30,,,-,NA,13,17,760.0,0,
862,724,-,2013-10-30,,,-,NA,5,26,35.0,0,
863,725,-,2013-10-30,,,-,NA,5,16,210.0,0,
864,725,-,2013-10-30,,,-,NA,5,26,35.0,0,
865,726,-,2013-10-30,,,-,NA,5,26,175.0,0,
866,727,-,2013-10-30,,,-,NA,2,26,140.0,0,
867,728,-,2013-10-30,,,-,NA,2,26,175.0,0,
868,729,-,2013-10-30,,,-,NA,5,16,60.0,0,
869,729,-,2013-10-30,,,-,NA,5,26,35.0,0,
870,730,-,2013-10-30,,,-,NA,5,16,395.0,0,
871,731,-,2013-10-30,,,-,NA,5,16,240.0,0,
872,731,-,2013-10-30,,,-,NA,5,26,35.0,0,
873,732,-,2013-10-30,,,-,NA,5,16,360.0,0,
874,732,-,2013-10-30,,,-,NA,5,26,35.0,0,
875,733,-,2013-10-30,,,-,NA,5,16,360.0,0,
876,734,-,2013-10-30,,,-,NA,5,16,360.0,0,
877,735,-,2013-10-30,,,-,NA,5,16,360.0,0,
878,736,-,2013-10-30,,,-,NA,5,26,35.0,0,
879,737,-,2013-10-30,,,-,NA,5,16,300.0,0,
880,738,-,2013-10-30,,,-,NA,5,16,240.0,0,
881,739,-,2013-10-30,,,-,NA,5,16,200.0,0,
882,740,-,2013-10-31,,,-,NA,9,16,100.0,0,
883,741,-,2013-10-30,,,-,NA,5,16,300.0,0,
884,742,-,2013-10-30,,,-,NA,5,16,300.0,0,
885,742,-,2013-10-30,,,-,NA,5,26,35.0,0,
886,743,-,2013-10-30,,,-,NA,5,16,200.0,0,
887,744,-,2013-10-30,,,-,NA,5,16,300.0,0,
888,744,-,2013-10-30,,,-,NA,5,26,35.0,0,
889,745,-,2013-10-30,,,-,NA,10,26,3242.0,0,
890,746,-,2013-10-30,,,-,NA,4,16,64.0,0,
891,746,-,2013-10-30,,,-,NA,4,26,35.0,0,
892,747,-,2013-10-30,,,-,NA,5,16,240.0,0,
893,748,-,2013-10-30,,,-,NA,4,16,100.0,0,
894,749,-,2013-10-30,,,-,NA,4,1,70.0,0,
895,749,-,2013-10-30,,,-,NA,4,16,268.0,0,
896,750,-,2013-10-30,,,-,NA,5,16,651.0,0,
897,751,-,2013-10-30,,,-,NA,5,16,528.0,0,
898,752,-,2013-10-30,,,-,NA,8,26,1440.0,0,
899,753,-,2013-10-30,,,-,NA,8,43,1903.0,0,
900,754,-,2013-10-30,,,-,NA,8,43,1334.0,0,
901,755,-,2013-10-30,,,-,NA,8,43,1482.0,0,
902,756,-,2013-10-30,,,-,NA,4,16,100.0,0,
903,757,-,2013-10-30,,,-,NA,9,16,200.0,0,
904,758,-,2013-10-31,,,-,NA,8,17,2000.0,0,
905,759,-,2013-10-28,,,-,NA,5,16,245.0,0,
906,760,-,2013-10-21,,,-,NA,5,26,35.0,0,
907,761,-,2013-10-14,,,-,NA,5,26,65.0,0,
908,761,-,2013-10-14,,,-,NA,5,16,180.0,0,
909,762,-,2013-10-26,,,-,NA,11,16,63.0,0,
910,763,-,2013-10-21,,,-,NA,5,16,300.0,0,
911,764,-,2013-10-31,,,-,NA,3,26,1285.0,0,
912,765,-,2013-10-28,,,-,NA,8,16,48.0,0,
913,765,-,2013-10-28,,,-,NA,8,26,35.0,0,
914,766,-,2013-10-28,,,-,NA,5,16,40.0,0,
915,766,-,2013-10-28,,,-,NA,5,26,35.0,0,
916,767,-,2013-10-22,,,-,NA,5,16,40.0,0,
917,767,-,2013-10-22,,,-,NA,5,26,35.0,0,
918,768,-,2013-10-21,,,-,NA,5,26,35.0,0,
919,769,-,2013-10-28,,,-,NA,5,26,35.0,0,
920,771,-,2013-10-28,,,-,NA,8,16,300.0,0,
