id,ItemCode,N
21106,6001 021 30 0 0 060 0 0,A017-030-060
21107,6001 021 60 0 0 125 0 0,A017-060-125
21108,6001 021 70 0 0 120 0 0,A017-070-120
21109,6001 023 25 0 0 100 0 a,A018-025-100
21110,6001 023 30 0 0 030 0 a,A018-030-030
21111,6001 023 30 0 0 075 0 a,A018-030-075
21112,6001 023 50 0 0 080 0 a,A018-050-080
21113,6001 023 60 0 0 065 0 a,A018-060-065
21114,6001 025 20 0 0 055 0 a,A018-020-055
21115,6001 025 20 0 0 070 0 a,A018-020-070
21116,6001 025 30 0 0 055 0 a,A018-030-055
21117,6001 012 10 0 0 100 0 a,A019-010-100
21118,6001 013 12 0 0 032 0 a,A020-012-032
21119,6002 001 00 0 0 001 0 a,A021-003-020
21120,6002 001 00 0 0 002 0 a,A021-004-020
21121,6002 001 00 0 0 003 0 a,A021-003-025
21122,6002 001 00 0 0 004 0 a,A021-004-025
21123,6002 001 00 0 0 005 0 a,A021-005-025
21124,6002 001 00 0 0 006 0 a,A021-003-030
21125,6002 001 00 0 0 007 0 a,A021-004-030
21126,6002 001 00 0 0 008 0 a,A021-005-030
21127,6002 001 00 0 0 009 0 a,A021-003-035
21128,6002 001 00 0 0 010 0 a,A021-004-035
21129,6002 001 00 0 0 011 0 a,A021-005-035
21130,6002 001 00 0 0 012 0 a,A021-006-035
21131,6002 001 00 0 0 013 0 a,A021-003-040
21132,6002 001 00 0 0 014 0 a,A021-004-040
21133,6002 001 00 0 0 015 0 a,A021-005-040
21134,6002 001 00 0 0 016 0 a,A021-006-040
21135,6002 001 00 0 0 017 0 a,A021-003-045
21136,6002 001 00 0 0 018 0 a,A021-004-045
21137,6002 001 00 0 0 019 0 a,A021-005-045
21138,6002 001 00 0 0 020 0 a,A021-006-045
21139,6002 001 00 0 0 021 0 a,A021-003-050
21140,6002 001 00 0 0 022 0 a,A021-004-050
21141,6002 001 00 0 0 023 0 a,A021-005-050
21142,6002 001 00 0 0 024 0 a,A021-006-050
21143,6002 001 00 0 0 025 0 a,A021-005-055
21144,6002 001 00 0 0 026 0 a,A021-006-055
21145,6002 001 00 0 0 027 0 a,A021-008-055
21146,6002 001 00 0 0 028 0 a,A021-010-055
21147,6002 001 00 0 0 029 0 a,A021-005-060
21148,6002 001 00 0 0 030 0 a,A021-006-060
21149,6002 001 00 0 0 031 0 a,A021-008-060
21150,6002 001 00 0 0 032 0 a,A021-010-060
21151,6002 001 00 0 0 033 0 a,A021-005-065
21152,6002 001 00 0 0 034 0 a,A021-006-065
21153,6002 001 00 0 0 035 0 a,A021-008-065
21154,6002 001 00 0 0 036 0 a,A021-010-065
21155,6002 001 00 0 0 037 0 a,A021-005-070
21156,6002 001 00 0 0 038 0 a,A021-006-070
21157,6002 001 00 0 0 039 0 a,A021-008-070
21158,6002 001 00 0 0 040 0 a,A021-010-070
21159,6002 001 00 0 0 041 0 a,A021-005-075
21160,6002 001 00 0 0 042 0 a,A021-006-075
21161,6002 001 00 0 0 043 0 a,A021-008-075
21162,6002 001 00 0 0 044 0 a,A021-010-075
21163,6002 001 00 0 0 045 0 a,A021-006-080
21164,6002 001 00 0 0 046 0 a,A021-008-080
21165,6002 001 00 0 0 047 0 a,A021-010-080
21166,6002 001 00 0 0 048 0 a,A021-012-080
21167,6002 001 00 0 0 049 0 a,A021-006-090
21168,6002 001 00 0 0 050 0 a,A021-008-090
21169,6002 001 00 0 0 051 0 a,A021-010-090
21170,6002 001 00 0 0 052 0 a,A021-012-090
21171,6002 001 00 0 0 053 0 a,A021-006-100
21172,6002 001 00 0 0 054 0 a,A021-008-100
21173,6002 001 00 0 0 055 0 a,A021-010-100
21174,6002 001 00 0 0 056 0 a,A021-012-100
21175,6002 001 00 0 0 057 0 a,A021-008-110
21176,6002 001 00 0 0 058 0 a,A021-010-110
21177,6002 001 00 0 0 059 0 a,A021-012-110
21178,6002 001 00 0 0 060 0 a,A021-015-110
21179,6002 001 00 0 0 061 0 a,A021-008-130
21180,6002 001 00 0 0 062 0 a,A021-010-130
21181,6002 001 00 0 0 063 0 a,A021-012-130
21182,6002 001 00 0 0 064 0 a,A021-015-130
21183,6002 001 00 0 0 065 0 a,A021-010-150
21184,6002 001 00 0 0 066 0 a,A021-012-150
21185,6002 001 00 0 0 067 0 a,A021-015-150
21186,6002 001 00 0 0 068 0 a,A021-018-150
21187,6002 001 00 0 0 069 0 a,A021-012-200
21188,6002 001 00 0 0 070 0 a,A021-015-200
21189,6002 001 00 0 0 071 0 a,A021-018-200
21190,6002 001 00 0 0 072 0 a,A021-025-200
21191,6002 002 00 0 0 001 0 a,A022-030-020
21192,6002 002 00 0 0 012 0 a,A022-050-030
21193,6002 002 00 0 0 008 0 a,A022-045-030
21194,6002 002 00 0 0 004 0 a,A022-040-025
21195,6002 002 00 0 0 013 0 a,A023-050-030
21196,6002 002 00 0 0 009 0 a,A023-045-030
21197,6002 002 00 0 0 005 0 a,A023-040-025
21198,6002 002 00 0 0 002 0 a,A023-030-020
21199,6002 002 00 0 0 034 0 a,A024-090-060
21200,6002 002 00 0 0 031 0 a,A024-080-050
21201,6002 002 00 0 0 027 0 a,A024-075-050
21202,6002 002 00 0 0 023 0 a,A024-070-045
21203,6002 002 00 0 0 020 0 a,A024-060-045
21204,6002 002 00 0 0 017 0 a,A024-060-040
21205,6002 002 00 0 0 015 0 a,A024-050-030
21206,6002 002 00 0 0 011 0 a,A024-045-030
21207,6002 002 00 0 0 007 0 a,A024-040-025
21208,6002 002 00 0 0 048 0 a,A024-125-095
21209,6002 002 00 0 0 045 0 a,A024-125-075
21210,6002 002 00 0 0 041 0 a,A024-100-075
21211,6002 002 00 0 0 038 0 a,A024-100-065
21212,6002 002 00 0 0 035 0 a,A025-090-060
21213,6002 002 00 0 0 032 0 a,A025-080-050
21214,6002 002 00 0 0 028 0 a,A025-075-050
21215,6002 002 00 0 0 024 0 a,A025-070-045
21216,6002 002 00 0 0 021 0 a,A025-060-045
21217,6002 002 00 0 0 018 0 a,A025-060-040
21218,6002 002 00 0 0 052 0 a,A025-150-075
21219,6002 002 00 0 0 055 0 a,A025-150-115
21220,6002 002 00 0 0 049 0 a,A025-125-095
21221,6002 002 00 0 0 046 0 a,A025-125-075
21222,6002 002 00 0 0 042 0 a,A025-100-075
21223,6002 002 00 0 0 039 0 a,A025-100-065
21224,6002 002 00 0 0 036 0 a,A026-090-060
21225,6002 002 00 0 0 033 0 a,A026-080-050
21226,6002 002 00 0 0 029 0 a,A026-075-050
21227,6002 002 00 0 0 025 0 a,A026-070-045
21228,6002 002 00 0 0 062 0 a,A026-200-150
21229,6002 002 00 0 0 059 0 a,A026-200-100
21230,6002 002 00 0 0 053 0 a,A026-150-075
21231,6002 002 00 0 0 056 0 a,A026-150-115
21232,6002 002 00 0 0 050 0 a,A026-125-095
21233,6002 002 00 0 0 047 0 a,A026-125-075
21234,6002 003 00 0 0 050 0 a,A026-120-120
21235,6002 002 00 0 0 043 0 a,A026-100-075
21236,6002 002 00 0 0 040 0 a,A026-100-065
21237,6002 002 00 0 0 037 0 a,A027-090-060
21238,6002 002 00 0 0 063 0 a,A027-200-150
21239,6002 002 00 0 0 060 0 a,A027-200-100
21240,6002 002 00 0 0 054 0 a,A027-150-075
21241,6002 002 00 0 0 057 0 a,A027-150-115
21242,6002 002 00 0 0 051 0 a,A027-125-095
21243,6002 002 00 0 0 044 0 a,A027-100-075
21244,6002 002 00 0 0 064 0 a,A028-200-150
21245,6002 002 00 0 0 061 0 a,A028-200-100
21246,6002 002 00 0 0 058 0 a,A028-150-115
21247,6002 002 00 0 0 065 0 a,A029-200-150
21248,6003 001 03 0 0 075 0 a,A030-003-075
21249,6003 001 03 0 0 100 0 a,A030-003-100
21250,6003 001 03 0 0 125 0 a,A030-003-125
21251,6003 001 36 0 0 150 0 a,A030-036-150
21252,6003 001 36 0 0 175 0 a,A030-036-175
21253,6003 001 41 0 0 200 0 a,A030-041-200
21254,6011 001 00 0 0 063 0 a,A030-000-063
21255,6011 002 00 0 0 075 0 a,A030-000-075
21256,6011 005 00 0 0 100 0 a,A030-000-100
21257,6003 002 04 0 0 100 0 a,A031-004-100
21258,6003 002 08 0 0 400 0 a,A031-008-400
21259,6003 002 37 0 0 075 3 a,A031-037-075
21260,6003 002 44 0 0 125 0 a,A031-044-125
21261,6003 002 48 0 0 150 0 a,A031-048-150
21262,6003 002 51 0 0 175 0 a,A031-051-175
21263,6003 002 55 0 0 200 0 a,A031-055-200
21264,6003 002 58 0 0 225 0 a,A031-058-225
21265,6003 002 61 0 0 250 0 a,A031-061-250
21266,6003 002 67 0 0 300 0 a,A031-067-300
21267,6003 002 74 0 0 350 0 a,A031-074-350
21268,6003 003 04 0 0 075 0 a,A032-044-075
21269,6003 003 05 0 0 125 0 a,A032-005-125
21270,6003 003 05 0 0 275 0 a,A032-005-275
21271,6003 003 06 0 0 050 0 a,A032-006-050
21272,6003 003 47 0 0 100 0 a,A032-047-100
21273,6003 003 54 0 0 150 0 a,A032-054-150
21274,6003 003 55 0 0 100 0 a,A032-055-100
21275,6003 003 57 0 0 175 0 a,A032-057-175
21276,6003 003 61 0 0 200 0 a,A032-061-200
21277,6003 003 64 0 0 225 0 a,A032-064-225
21278,6003 003 71 0 0 250 0 a,A032-071-250
21279,6003 003 75 0 0 085 0 a,A032-085-075
21280,6003 003 75 0 0 100 0 a,A032-075-100
21281,6003 003 76 0 0 300 0 a,A032-076-300
21282,6003 003 81 0 0 350 0 a,A032-081-350
21283,6003 003 86 0 0 400 0 a,A032-086-400
21284,6004 001 01 0 0 150 0 a,A033-150-000
21285,6004 001 02 0 0 175 0 a,A033-175-000
21286,6004 001 03 0 0 200 0 a,A033-200-000
21287,6004 001 04 0 0 225 0 a,A033-225-000
21288,6004 002 01 0 0 075 0 a,A034-075-000
21289,6004 002 02 0 0 100 0 a,A034-100-000
21290,6004 002 03 0 0 125 0 a,A034-125-000
21291,6004 002 04 0 0 150 0 a,A034-150-000
21292,6004 002 05 0 0 175 0 a,A034-175-000
21293,6004 002 06 0 0 200 0 a,A034-200-000
21294,6004 002 07 0 0 225 0 a,A034-225-000
21295,6004 002 09 0 0 275 0 a,A034-275-000
21296,6004 002 10 0 0 300 0 a,A034-300-000
21297,6004 002 11 0 0 325 0 a,A034-325-000
21298,6004 002 12 0 0 350 0 a,A034-350-000
21299,6004 002 14 0 0 450 0 a,A034-450-000
21300,6004 002 15 0 0 500 0 a,A034-500-000
21301,6004 002 16 0 0 550 0 a,A034-550-000
21302,6004 002 17 0 0 600 0 a,A034-600-000
21303,6004 003 01 0 0 100 0 a,A035-100-000
21304,6004 003 02 0 0 120 0 a,A035-120-000
21305,6004 003 02 0 0 125 0 a,A035-125-000
21306,6004 003 03 0 0 150 0 a,A035-150-000
21307,6004 003 04 0 0 175 0 a,A035-175-000
21308,6004 003 05 0 0 200 0 a,A035-200-000
21309,6004 003 06 0 0 225 0 a,A035-225-000
21310,6004 003 07 0 0 250 0 a,A035-250-000
21311,6004 003 08 0 0 300 0 a,A035-300-000
21312,6004 003 09 0 0 350 0 a,A035-350-000
21313,6004 003 10 0 0 400 0 a,A035-400-000
21314,6004 003 10 0 0 450 0 a,A035-450-000
21315,6004 003 10 0 0 500 0 a,A035-500-000
21316,6004 003 10 0 0 550 0 a,A035-550-000
21317,6004 003 10 0 0 600 0 a,A035-600-000
21318,6004 004 01 0 0 150 0 a,A036-150-000
21319,6004 004 02 0 0 175 0 a,A036-175-000
21320,6004 004 03 0 0 200 0 a,A036-200-000
21321,6004 004 04 0 0 225 0 a,A036-225-000
21322,6004 004 05 0 0 250 0 a,A036-250-000
21323,6004 004 06 0 0 300 0 a,A036-300-000
21324,6004 004 07 0 0 350 0 a,A036-350-000
21325,6004 004 08 0 0 400 0 a,A036-400-000
21326,6004 004 09 0 0 450 0 a,A036-450-000
21327,6004 004 10 0 0 500 0 a,A036-500-000
21328,6004 004 11 0 0 550 0 a,A036-550-000
21329,6004 004 12 0 0 600 M a,A036-600-000
21330,6004 005 01 0 0 150 0 a,A037-150-000
21331,6004 005 04 0 0 200 0 a,A037-200-000
21332,6004 005 07 0 0 225 0 a,A037-225-000
21333,6004 005 08 0 0 250 0 a,A037-250-000
21334,6004 005 10 0 0 300 0 a,A037-300-000
21335,6004 005 12 0 0 350 0 a,A037-350-000
21336,6004 005 14 0 0 400 0 a,A037-400-000
21337,6004 005 16 0 0 450 0 a,A037-450-000
21338,6005 001 02 0 0 010 0 a,A038-002-010
21339,6005 001 02 0 0 020 0 a,A038-002-020
21340,6005 001 02 0 0 025 0 a,A038-002-025
21341,6005 001 02 0 0 030 0 a,A038-002-030
21342,6005 001 03 0 0 025 0 a,A038-003-025
21343,6005 001 03 0 0 100 0 a,A038-003-100
21344,6005 001 04 0 0 050 0 a,A038-004-050
21345,6005 001 04 0 0 060 0 a,A038-004-060
21346,6005 001 04 0 0 070 0 a,A038-004-070
21347,6005 001 04 0 0 080 0 a,A038-004-080
21348,6005 001 04 0 0 090 0 a,A038-004-090
21349,6005 001 04 0 0 100 0 a,A038-004-100
21350,6005 001 04 0 0 120 0 a,A038-004-120
21351,6005 001 04 0 0 150 0 a,A038-004-150
21352,6005 001 04 0 0 160 0 a,A038-004-160
21353,6005 001 04 0 0 180 0 a,A038-004-180
21354,6005 001 05 0 0 022 0 a,A038-005-220
21355,6005 001 05 0 0 030 0 a,A038-005-030
21356,6005 001 05 0 0 050 0 a,A038-005-050
21357,6005 001 05 0 0 060 0 a,A038-005-060
21358,6005 001 05 0 0 070 0 a,A038-005-070
21359,6005 001 05 0 0 075 0 a,A038-005-075
21360,6005 001 05 0 0 080 0 a,A038-005-080
21361,6005 001 05 0 0 090 0 a,A038-005-090
21362,6005 001 05 0 0 100 0 a,A038-005-100
21363,6005 001 05 0 0 120 0 a,A038-005-120
21364,6005 001 05 0 0 140 0 a,A038-005-140
21365,6005 001 05 0 0 150 0 a,A038-005-150
21366,6005 001 05 0 0 160 0 a,A038-005-160
21367,6005 001 05 0 0 180 0 a,A038-005-180
21368,6005 001 05 0 0 200 0 a,A038-005-200
21369,6005 001 06 0 0 040 0 a,A038-006-040
21370,6005 001 08 0 0 022 0 a,A038-008-220
21371,6005 001 08 0 0 090 0 a,A038-008-090
21372,6005 001 08 0 0 120 0 a,A038-008-120
21373,6005 001 08 0 0 140 0 a,A038-008-140
21374,6005 001 08 0 0 150 0 a,A038-008-150
21375,6005 001 08 0 0 160 0 a,A038-008-160
21376,6005 001 08 0 0 180 0 a,A038-008-180
21377,6005 001 08 0 0 200 0 a,A038-008-200
21378,6005 001 08 0 0 250 0 a,A038-008-250
21379,6005 001 08 0 0 260 0 a,A038-008-260
21380,6005 001 08 0 0 300 0 a,A038-008-300
21381,6005 001 08 0 0 350 0 a,A038-008-350
21382,6005 001 10 0 0 022 0 a,A038-010-220
21383,6005 001 10 0 0 100 0 a,A038-010-100
21384,6005 001 10 0 0 120 0 a,A038-010-120
21385,6005 001 10 0 0 140 0 a,A038-010-140
21386,6005 001 10 0 0 150 0 a,A038-010-150
21387,6005 001 10 0 0 160 0 a,A038-010-160
21388,6005 001 10 0 0 180 0 a,A038-010-180
21389,6005 001 10 0 0 200 0 a,A038-010-200
21390,6005 001 10 0 0 250 0 a,A038-010-250
21391,6005 001 10 0 0 260 0 a,A038-010-260
21392,6005 001 10 0 0 300 0 a,A038-010-300
21393,6005 001 10 0 0 350 0 a,A038-010-350
21394,6005 001 10 0 0 400 0 a,A038-010-400
21395,6005 001 12 0 0 015 0 a,A038-012-015
21396,6005 001 12 0 0 020 0 a,A038-012-020
21397,6005 001 16 0 0 030 0 a,A038-016-030
21398,6005 001 26 0 0 030 0 a,A038-026-030
21399,6005 001 26 0 0 040 0 a,A038-026-040
21400,6005 001 32 0 0 025 0 a,A038-032-025
21401,6005 001 32 0 0 030 0 a,A038-032-030
21402,6005 001 32 0 0 040 0 a,A038-032-040
21403,6005 001 32 0 0 050 0 a,A038-032-050
21404,6005 001 32 0 0 060 0 a,A038-032-060
21405,6005 001 32 0 0 070 0 a,A038-032-070
21406,6005 001 32 0 0 072 0 a,A038-032-032
21407,6005 001 32 0 0 080 0 a,A038-032-080
21408,6005 001 32 0 0 090 0 a,A038-032-090
21409,6005 001 32 0 0 120 0 a,A038-032-120
21410,6005 001 35 0 0 040 0 a,A038-032-120
21411,6005 001 36 0 0 070 0 a,A038-036-070
21412,6005 001 36 0 0 080 0 a,A038-036-080
21413,6005 001 36 0 0 090 0 a,A038-036-090
21414,6005 001 36 0 0 140 0 a,A038-036-140
21415,6005 001 38 0 0 075 0 a,A038-038-075
21416,6005 001 40 0 0 004 0 a,A038-004-040
21417,6005 001 40 0 0 005 0 a,A038-005-040
21418,6005 001 45 0 0 050 0 a,A038-045-050
21419,6005 001 45 0 0 914 0 a,A038-045-914
21420,6005 001 48 0 0 072 0 a,A038-048-072
21421,6005 001 48 0 0 113 0 a,A038-048-113
21422,6005 001 54 0 0 915 0 a,A038-054-915
21423,6005 001 59 0 0 250 0 a,A038-059-250
21424,6005 001 59 0 0 260 0 a,A038-059-260
21425,6005 001 63 0 0 022 0 a,A038-063-220
21426,6005 001 63 0 0 080 0 a,A038-063-080
21427,6005 001 63 0 0 090 0 a,A038-063-090
21428,6005 001 63 0 0 100 0 a,A038-063-100
21429,6005 001 63 0 0 120 0 a,A038-063-120
21430,6005 001 63 0 0 140 0 a,A038-063-140
21431,6005 001 63 0 0 150 0 a,A038-063-150
21432,6005 001 63 0 0 160 0 a,A038-063-160
21433,6005 001 63 0 0 180 0 a,A038-063-180
21434,6005 001 63 0 0 200 0 a,A038-063-200
21435,6005 001 63 0 0 250 0 a,A038-063-250
21436,6005 001 63 0 0 260 0 a,A038-063-260
21437,6005 001 71 0 0 300 0 a,A038-071-300
21438,6005 001 80 0 0 100 0 a,A038-008-100
21439,6006 050 04 0 0 050 0 a,A038-029-050
21440,6007 001 02 0 0 102 0 a,A039-002-102
21441,6007 001 03 0 0 025 0 a,A039-003-025
21442,6007 001 03 0 0 031 0 a,A039-003-031
21443,6007 001 03 0 0 035 0 a,A039-003-035
21444,6007 001 03 0 0 040 0 a,A039-003-040
21445,6007 001 06 0 0 035 0 a,A039-006-035
21446,6007 001 10 0 0 085 0 a,A039-010-085
21447,6007 001 10 0 0 101 0 a,A039-010-010
21448,6007 001 11 0 0 089 0 a,A039-115-089
21449,6007 001 12 0 0 055 0 a,A039-125-055
21450,6007 001 13 0 0 114 0 a,A039-135-114
21451,6007 001 16 0 0 102 0 a,A039-016-102
21452,6007 053 05 0 0 054 0 a,A039-005-054
21453,6007 001 23 0 0 102 0 a,A039-023-102
21454,6007 001 24 0 0 025 0 a,A039-024-025
21455,6007 001 26 0 0 106 0 a,A039-026-106
21456,6007 001 26 0 0 252 0 a,A039-265-252
21457,6007 001 26 0 0 272 0 a,A039-265-272
21458,6007 001 27 0 0 022 0 a,A039-275-022
21459,6007 001 45 0 0 273 0 a,A039-455-273
21460,6007 001 67 0 0 635 0 a,A039-675-635
21461,6007 002 02 0 0 135 0 a,A039-002-135
21462,6007 002 16 0 0 127 0 a,A039-016-127
21463,6007 002 16 0 0 135 0 a,A039-016-135
21464,6007 002 23 0 0 135 0 a,A039-023-135
21465,6007 002 26 0 0 135 0 a,A039-026-135
21466,6007 003 02 0 0 172 0 a,A039-002-172
21467,6007 003 16 0 0 172 0 a,A039-016-172
21468,6007 003 23 0 0 172 0 a,A039-023-172
21469,6007 003 32 0 0 172 0 a,A039-032-172
21470,6007 004 02 0 0 191 0 a,A039-002-191
21471,6007 004 02 0 0 213 0 a,A039-002-213
21472,6007 004 02 0 0 254 0 a,A039-002-254
21473,6007 004 02 0 0 318 0 a,A039-002-318
21474,6007 004 03 0 0 030 0 a,A039-003-030
21475,6007 004 04 0 0 213 0 a,A039-004-213
21476,6007 004 05 0 0 034 0 a,A039-005-034
21477,6007 004 16 0 0 213 0 a,A039-016-213
21478,6007 004 18 0 0 213 0 a,A039-018-213
21479,6007 004 18 0 0 225 0 a,A039-182-225
21480,6007 004 32 0 0 213 0 a,A039-032-213
21481,6007 005 02 0 0 269 0 a,A039-002-269
21482,6007 005 04 0 0 269 0 a,A039-004-269
21483,6007 005 15 0 0 125 0 a,A039-015-125
21484,6007 005 16 0 0 267 0 a,A039-016-267
21485,6007 005 16 0 0 269 0 a,A039-016-269
21486,6007 005 18 0 0 269 0 a,A039-018-269
21487,6007 005 32 0 0 269 0 a,A039-032-269
21488,6007 006 02 0 0 337 0 a,A039-002-337
21489,6007 006 03 0 0 038 0 a,A039-003-038
21490,6007 006 07 0 0 046 0 a,A039-007-046
21491,6007 006 16 0 0 337 0 a,A039-003-337
21492,6007 006 23 0 0 337 0 a,A039-023-337
21493,6007 006 32 0 0 337 0 a,A039-032-337
21494,6007 006 45 0 0 337 0 a,A039-045-337
21495,6007 007 00 0 0 428 0 a,A039-004-428
21496,6007 007 02 0 0 424 0 a,A039-002-424
21497,6007 007 03 0 0 040 0 a,A039-003-040
21498,6007 007 05 0 0 424 0 a,A039-005-424
21499,6007 007 16 0 0 424 0 a,A039-016-424
21500,6007 007 23 0 0 424 0 a,A039-023-424
21501,6007 007 26 0 0 424 0 a,A039-026-424
21502,6007 007 36 0 0 424 0 a,A039-003-424
21503,6007 008 02 0 0 483 0 a,A039-002-483
21504,6007 008 05 0 0 483 0 a,A039-005-483
21505,6007 008 16 0 0 483 0 a,A039-016-483
21506,6007 008 23 0 0 483 0 a,A039-023-483
21507,6007 008 26 0 0 483 0 a,A039-026-483
21508,6007 008 32 0 0 483 0 a,A039-032-483
21509,6007 008 36 0 0 483 0 a,A039-036-483
21510,6007 009 02 0 0 603 0 a,A039-002-603
21511,6007 009 04 0 0 065 0 a,A039-004-065
21512,6007 009 04 0 0 603 0 a,A039-004-603
21513,6007 009 11 0 0 603 0 a,A039-113-603
21514,6007 009 16 0 0 603 0 a,A039-016-603
21515,6007 009 23 0 0 603 0 a,A039-023-603
21516,6007 009 29 0 0 603 0 a,A039-029-603
21517,6007 009 56 0 0 603 0 a,A039-056-603
21518,6007 009 94 0 0 603 0 a,A039-094-603
21519,6007 010 05 0 0 761 0 a,A039-005-761
21520,6007 010 06 0 0 080 0 a,A039-006-035
21521,6007 010 16 0 0 761 0 a,A039-016-761
21522,6007 010 23 0 0 761 0 a,A039-023-761
21523,6007 010 26 0 0 761 0 a,A039-026-761
21524,6007 010 29 0 0 761 0 a,A039-029-761
21525,6007 010 71 0 0 761 0 a,A039-071-761
21526,6007 010 95 0 0 730 0 a,A039-095-073
21527,6007 011 02 0 0 889 0 a,A039-002-889
21528,6007 011 08 0 0 889 0 a,A039-008-889
21529,6007 011 23 0 0 889 0 a,A039-023-889
21530,6007 011 29 0 0 889 0 a,A039-029-889
21531,6007 011 32 0 0 889 0 a,A039-032-889
21532,6007 011 56 0 0 889 0 a,A039-056-889
21533,6007 054 01 0 0 045 0 a,A039-001-045
21534,6007 054 02 0 0 045 0 0,A039-002-045
21535,6007 054 03 0 0 045 0 0,A039-003-045
21536,6007 015 63 0 0 219 0 a,A039-063-219
21537,6008 001 00 0 0 004 0 a,A040-001-004
21538,6008 001 00 0 0 005 0 a,A040-001-005
21539,6008 001 00 0 0 006 0 a,A040-001-006
21540,6008 001 00 0 0 008 0 a,A040-001-008
21541,6008 001 00 0 0 009 0 a,A040-001-009
21542,6008 001 00 0 0 010 0 a,A040-001-010
21543,6008 001 00 0 0 012 0 a,A040-001-012
21544,6008 001 00 0 0 014 0 a,A040-001-014
21545,6008 001 00 0 0 016 0 a,A040-001-016
21546,6008 001 00 0 0 018 0 a,A040-001-018
21547,6008 001 00 0 0 020 0 a,A040-001-020
21548,6008 001 00 0 0 022 0 a,A040-001-022
21549,6008 001 00 0 0 025 0 a,A040-001-025
21550,6008 001 00 0 0 028 0 a,A040-001-028
21551,6008 001 00 0 0 030 0 a,A040-001-030
21552,6008 001 00 0 0 032 0 a,A040-001-032
21553,6008 001 00 0 0 035 0 a,A040-001-035
21554,6008 001 00 0 0 038 0 a,A040-001-038
21555,6008 001 00 0 0 040 0 a,A040-001-040
21556,6008 001 00 0 0 042 0 a,A040-001-042
21557,6008 001 00 0 0 045 0 a,A040-001-045
21558,6008 001 00 0 0 050 0 a,A040-001-050
21559,6008 001 00 0 0 055 0 a,A040-001-055
21560,6008 001 00 0 0 060 0 a,A040-001-060
21561,6008 001 00 0 0 070 0 a,A040-001-070
21562,6008 001 00 0 0 075 0 a,A040-001-075
21563,6008 001 00 0 0 080 0 a,A040-001-080
21564,6008 001 00 0 0 085 0 a,A040-001-085
21565,6008 001 00 0 0 090 0 a,A040-001-090
21566,6008 001 00 0 0 100 0 a,A040-001-100
21567,6008 001 00 0 0 101 0 a,A040-001-101
21568,6008 001 00 0 0 105 0 a,A040-001-105
21569,6008 001 00 0 0 110 0 a,A040-001-110
21570,6008 001 00 0 0 125 0 a,A040-001-125
21571,6008 001 00 0 0 130 0 a,A040-001-130
21572,6008 001 00 0 0 145 0 a,A040-001-145
21573,6008 001 00 0 0 150 0 a,A040-001-150
21574,6008 001 00 0 0 170 0 a,A040-001-170
21575,6008 001 00 0 0 210 0 a,A040-001-210
21576,6008 001 00 0 0 004 1 a,A040-002-004
21577,6008 001 00 0 0 005 1 a,A040-002-005
21578,6008 001 00 0 0 006 1 a,A040-002-006
21579,6008 001 00 0 0 008 1 a,A040-002-008
21580,6008 001 00 0 0 009 1 a,A040-002-009
21581,6008 001 00 0 0 010 1 a,A040-002-010
21582,6008 001 00 0 0 012 1 a,A040-002-012
21583,6008 001 00 0 0 014 1 a,A040-002-014
21584,6008 001 00 0 0 016 1 a,A040-002-016
21585,6008 001 00 0 0 018 1 a,A040-002-018
21586,6008 001 00 0 0 020 1 a,A040-002-020
21587,6008 001 00 0 0 022 1 a,A040-002-022
21588,6008 001 00 0 0 025 1 a,A040-002-025
21589,6008 001 00 0 0 028 1 a,A040-002-028
21590,6008 001 00 0 0 030 1 a,A040-002-030
21591,6008 001 00 0 0 032 1 a,A040-002-032
21592,6008 001 00 0 0 040 1 a,A040-002-040
21593,6008 001 00 0 0 045 1 a,A040-002-045
21594,6008 001 00 0 0 050 1 a,A040-002-050
21595,6008 001 00 0 0 060 1 a,A040-002-060
21596,6008 001 00 0 0 070 1 a,A040-002-070
21597,6008 001 00 0 0 075 1 a,A040-002-075
21598,6008 001 00 0 0 080 1 a,A040-002-080
21599,6008 001 00 0 0 090 1 a,A040-002-090
21600,6008 001 00 0 0 100 1 a,A040-002-100
21601,6008 001 00 0 0 110 1 a,A040-002-110
21602,6008 001 00 0 0 125 1 a,A040-002-125
21603,6008 001 00 0 0 130 1 a,A040-002-130
21604,6008 001 00 0 0 145 1 a,A040-002-145
21605,6008 001 00 0 0 150 1 a,A040-002-150
21606,6008 001 00 0 0 170 1 a,A040-002-170
21607,6008 001 00 0 0 210 1 a,A040-002-210
21608,6007 001 16 0 0 102 1 a,A041-017-103
21609,6007 001 23 0 0 102 1 a,A041-023-102
21610,6007 001 25 0 0 032 1 a,A041-032-254
21611,6007 002 02 0 0 135 1 a,A041-002-135
21612,6007 002 03 0 0 137 1 a,A041-003-137
21613,6007 002 16 0 0 135 1 a,A041-016-135
21614,6007 002 22 0 0 137 1 a,A041-022-137
21615,6007 002 23 0 0 135 1 a,A041-023-137
21616,6007 002 26 0 0 135 1 a,A041-026-135
21617,6007 003 02 0 0 172 1 a,A041-002-172
21618,6007 003 16 0 0 172 1 a,A041-016-172
21619,6007 003 23 0 0 171 1 a,A041-023-171
21620,6007 003 23 0 0 172 1 a,A041-023-172
21621,6007 003 25 0 0 016 1 a,A041-025-016
21622,6007 003 32 0 0 171 1 a,A041-032-171
21623,6007 003 32 0 0 172 1 a,A041-032-172
