Id,MId,PONo,PRNo,PRId,SPRNo,SPRId,Qty,Rate,Discount,AddDesc,PF,ExST,VAT,DelDate,AmendmentNo,BudgetCode,flag
43615,7612,0054,0032,33242,,,1.0,575.0,0.0,,1,31,94,2018-04-26,0,1,0
43616,7612,0054,0032,33244,,,1.0,635.0,0.0,,1,31,94,2018-04-26,0,1,0
43617,7612,0054,0032,33246,,,1.0,535.0,0.0,,1,31,94,2018-04-26,0,1,0
43618,7612,0054,0032,33248,,,1.0,500.0,0.0,,1,31,94,2018-04-26,0,1,0
43619,7612,0054,0032,33250,,,1.0,600.0,0.0,,1,31,94,2018-04-26,0,1,0
43620,7612,0054,0032,33252,,,1.0,630.0,0.0,,1,31,94,2018-04-26,0,1,0
43621,7612,0054,0032,33254,,,1.0,580.0,0.0,,1,31,94,2018-04-26,0,1,0
43622,7613,0055,0028,33181,,,4.0,710.0,0.0,,1,31,94,2018-04-26,1,1,0
43623,7613,0055,0028,33182,,,4.0,670.0,0.0,,1,31,94,2018-04-26,1,1,0
43624,7613,0055,0028,33183,,,2.0,650.0,0.0,,1,31,94,2018-04-26,1,1,0
43625,7613,0055,0028,33184,,,4.0,650.0,0.0,,1,31,94,2018-04-26,1,1,0
43626,7613,0055,0028,33185,,,2.0,630.0,0.0,,1,31,94,2018-04-26,1,1,0
43627,7613,0055,0028,33186,,,1.0,850.0,0.0,,1,31,94,2018-04-26,1,1,0
43628,7613,0055,0028,33187,,,2.0,840.0,0.0,,1,31,94,2018-04-26,1,1,0
43629,7613,0055,0028,33188,,,2.0,840.0,0.0,,1,31,94,2018-04-26,1,1,0
43630,7613,0055,0028,33189,,,2.0,980.0,0.0,,1,31,94,2018-04-26,1,1,0
43631,7613,0055,0028,33190,,,1.0,440.0,0.0,,1,31,94,2018-04-26,1,1,0
43632,7613,0055,0028,33191,,,1.0,910.0,0.0,,1,31,94,2018-04-26,1,1,0
43633,7614,0056,,,0009,13403,20.0,33.0,0.0,,1,31,94,2018-04-26,0,0,0
43634,7615,0057,0033,33255,,,1.0,165.13,0.0,,1,31,94,2018-04-27,0,1,0
43635,7615,0057,0033,33256,,,5.0,165.13,0.0,,1,31,94,2018-04-27,0,1,0
43636,7615,0057,0033,33257,,,1.0,165.13,0.0,,1,31,94,2018-04-27,0,1,0
43637,7615,0057,0033,33258,,,1.0,165.13,0.0,,1,31,94,2018-04-27,0,1,0
43638,7616,0058,0034,33259,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43639,7616,0058,0034,33260,,,2.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43640,7616,0058,0034,33261,,,2.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43641,7616,0058,0034,33262,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43642,7616,0058,0034,33263,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43643,7616,0058,0034,33264,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43644,7616,0058,0034,33265,,,2.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43645,7616,0058,0034,33266,,,2.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43646,7616,0058,0034,33267,,,2.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43647,7616,0058,0034,33268,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43648,7616,0058,0034,33269,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43649,7616,0058,0034,33270,,,1.0,87.58,0.0,,1,31,94,2018-04-27,0,1,0
43650,7617,0059,0036,33286,,,2.0,380.0,0.0,,1,31,94,2018-04-30,1,1,0
43651,7617,0059,0035,33271,,,2.0,280.0,0.0,,1,31,94,2018-04-30,1,1,0
43652,7617,0059,0035,33272,,,1.0,320.0,0.0,,1,31,94,2018-04-30,1,1,0
43653,7617,0059,0035,33273,,,1.0,320.0,0.0,,1,31,94,2018-04-30,1,1,0
43654,7617,0059,0035,33274,,,1.0,980.0,0.0,,1,31,94,2018-04-30,1,1,0
43655,7617,0059,0035,33275,,,1.0,670.0,0.0,,1,31,94,2018-04-30,1,1,0
43656,7617,0059,0035,33276,,,1.0,320.0,0.0,,1,31,94,2018-04-30,1,1,0
43657,7617,0059,0036,33277,,,5.0,380.0,0.0,,1,31,94,2018-04-30,1,1,0
43658,7617,0059,0036,33278,,,1.0,360.0,0.0,,1,31,94,2018-04-30,1,1,0
43659,7617,0059,0037,33288,,,2.0,360.0,0.0,,1,31,94,2018-04-30,1,1,0
43660,7617,0059,0036,33279,,,1.0,850.0,0.0,,1,31,94,2018-04-30,1,1,0
43661,7617,0059,0036,33280,,,1.0,900.0,0.0,,1,31,94,2018-04-30,1,1,0
43662,7617,0059,0036,33281,,,1.0,890.0,0.0,,1,31,94,2018-04-30,1,1,0
43663,7617,0059,0036,33282,,,1.0,840.0,0.0,,1,31,94,2018-04-30,1,1,0
43664,7617,0059,0036,33283,,,2.0,790.0,0.0,,1,31,94,2018-04-30,1,1,0
43665,7617,0059,0036,33284,,,2.0,380.0,0.0,,1,31,94,2018-04-30,1,1,0
43666,7617,0059,0036,33285,,,5.0,380.0,0.0,,1,31,94,2018-04-30,1,1,0
43667,7618,0060,0038,33290,,,1.0,395.0,0.0,,1,31,94,2018-05-09,1,1,0
43668,7618,0060,0038,33292,,,3.0,365.0,0.0,,1,31,94,2018-05-09,1,1,0
43669,7618,0060,0038,33294,,,1.0,385.0,0.0,,1,31,94,2018-05-09,1,1,0
43670,7618,0060,0038,33296,,,1.0,390.0,0.0,,1,31,94,2018-05-09,1,1,0
43671,7618,0060,0038,33298,,,1.0,370.0,0.0,,1,31,94,2018-05-09,1,1,0
43672,7618,0060,0038,33300,,,1.0,400.0,0.0,,1,31,94,2018-05-09,1,1,0
43673,7618,0060,0038,33302,,,1.0,400.0,0.0,,1,31,94,2018-05-09,1,1,0
43674,7618,0060,0038,33304,,,1.0,400.0,0.0,,1,31,94,2018-04-30,1,1,0
43675,7618,0060,0038,33306,,,1.0,400.0,0.0,,1,31,94,2018-05-09,1,1,0
43676,7618,0060,0038,33308,,,2.0,195.0,0.0,,1,31,94,2018-04-30,1,1,0
43677,7619,0061,,,0009,13406,50.0,45.0,0.0,,1,35,124,2018-04-30,1,0,0
43678,7620,0062,,,0009,13414,60.0,95.0,0.0,,1,31,94,2018-04-30,1,0,0
43679,7621,0063,0039,33309,,,1.0,490.0,0.0,,1,31,94,2018-05-02,1,1,0
43680,7621,0063,0039,33310,,,2.0,260.0,0.0,,1,31,94,2018-05-02,1,1,0
43681,7621,0063,0039,33311,,,1.0,690.0,0.0,,1,31,94,2018-05-02,1,1,0
43682,7621,0063,0039,33312,,,1.0,780.0,0.0,,1,31,94,2018-05-02,1,1,0
43683,7621,0063,0039,33313,,,1.0,740.0,0.0,,1,31,94,2018-05-02,1,1,0
43684,7621,0063,0039,33314,,,1.0,670.0,0.0,,1,31,94,2018-05-02,1,1,0
43685,7621,0063,0039,33315,,,2.0,610.0,0.0,,1,31,94,2018-05-02,1,1,0
43686,7621,0063,0039,33316,,,1.0,370.0,0.0,,1,31,94,2018-05-02,1,1,0
43687,7621,0063,0039,33317,,,1.0,430.0,0.0,,1,31,94,2018-05-02,1,1,0
43688,7621,0063,0039,33318,,,1.0,420.0,0.0,,1,31,94,2018-05-02,1,1,0
43689,7621,0063,0039,33319,,,2.0,450.0,0.0,,1,31,94,2018-05-02,1,1,0
43690,7621,0063,0039,33320,,,2.0,450.0,0.0,,1,31,94,2018-05-02,1,1,0
43691,7621,0063,0039,33321,,,1.0,430.0,0.0,,1,31,94,2018-05-02,1,1,0
43692,7621,0063,0039,33322,,,1.0,440.0,0.0,,1,31,94,2018-05-02,1,1,0
43693,7621,0063,0040,33324,,,2.0,15000.0,0.0,,1,31,94,2018-05-02,1,1,0
43694,7622,0064,,,0677,12963,4.0,10765.0,0.0,,1,31,94,2018-05-02,0,0,0
43695,7623,0065,,,0030,13468,1.0,3300.0,0.0,,1,31,94,2018-05-02,0,2,0
43696,7624,0066,,,0020,13432,50.0,20.0,0.0,,1,31,94,2018-05-02,1,2,0
43697,7625,0067,,,0025,13450,1.0,25000.0,0.0,,1,31,94,2018-05-02,0,0,0
43698,7626,0068,,,0026,13451,4.0,230.0,0.0,,1,1,125,2018-05-02,0,0,0
43699,7626,0068,,,0026,13452,1.0,20.0,0.0,,1,1,125,2018-05-02,0,0,0
43700,7626,0068,,,0026,13453,10.0,9.0,0.0,,1,1,125,2018-05-02,0,0,0
43701,7626,0068,,,0026,13454,3.0,100.0,0.0,,1,1,125,2018-05-02,0,0,0
43702,7626,0068,,,0026,13455,5.0,18.0,0.0,,1,1,125,2018-05-02,1,0,0
43703,7626,0068,,,0026,13456,5.0,18.0,0.0,,1,1,125,2018-05-02,1,0,0
43704,7626,0068,,,0026,13457,1.0,9.0,0.0,,1,1,125,2018-05-02,0,0,0
43705,7627,0069,,,0027,13458,3.0,313.0,0.0,,1,37,129,2018-05-02,0,4,0
43706,7627,0069,,,0027,13459,30.0,9.0,0.0,,1,31,94,2018-05-02,1,0,0
43707,7628,0070,,,0029,13461,16.0,1665.0,50.0,,1,31,94,2018-05-02,2,4,0
43708,7629,0071,,,0029,13462,100.0,198.0,45.0,,1,31,94,2018-05-02,0,4,0
43709,7629,0071,,,0029,13463,5.0,960.0,44.0,,1,31,94,2018-05-02,1,4,0
43710,7629,0071,,,0029,13464,3.0,60.0,0.0,,1,31,94,2018-05-02,1,4,0
43711,7629,0071,,,0029,13465,5.0,150.0,0.0,,1,31,94,2018-05-02,1,1,0
43712,7629,0071,,,0029,13466,2.0,475.0,0.0,,1,37,129,2018-05-02,1,4,0
43713,7629,0071,,,0029,13467,2.0,60.0,0.0,,1,31,94,2018-05-02,1,4,0
43714,7630,0072,,,0021,13433,1.0,7421.88,0.0,,1,32,95,2018-05-02,0,0,0
43715,7630,0072,,,0021,13434,1.0,11640.63,0.0,,1,32,95,2018-05-02,0,0,0
43716,7631,0073,0831,32932,,,2.0,3000.0,0.0,,1,31,94,2018-05-03,0,1,0
43717,7631,0073,0042,33327,,,7.0,2200.0,0.0,,1,31,94,2018-05-03,0,1,0
43718,7631,0073,0041,33325,,,5.0,580.0,0.0,,1,31,94,2018-05-03,0,1,0
43719,7632,0074,0043,33328,,,55.0,28.0,0.0,,1,31,94,2018-05-03,0,2,0
43720,7632,0074,0043,33329,,,20.0,39.0,0.0,,1,31,94,2018-05-03,0,2,0
43721,7633,0075,0044,33331,,,1.0,390.0,0.0,,1,31,94,2018-05-03,0,1,0
43722,7633,0075,0044,33333,,,1.0,250.0,0.0,,1,31,94,2018-05-03,0,1,0
43723,7633,0075,0044,33335,,,4.0,240.0,0.0,,1,31,94,2018-05-03,0,1,0
43724,7633,0075,0044,33337,,,2.0,290.0,0.0,,1,31,94,2018-05-03,0,1,0
43725,7633,0075,0044,33339,,,1.0,340.0,0.0,,1,31,94,2018-05-03,0,1,0
43726,7633,0075,0044,33341,,,1.0,290.0,0.0,,1,31,94,2018-05-03,0,1,0
43727,7633,0075,0044,33343,,,1.0,290.0,0.0,,1,31,94,2018-05-03,0,1,0
43728,7633,0075,0044,33345,,,1.0,310.0,0.0,,1,31,94,2018-05-03,0,1,0
43729,7633,0075,0044,33347,,,1.0,290.0,0.0,,1,31,94,2018-05-03,0,1,0
43730,7633,0075,0044,33349,,,1.0,310.0,0.0,,1,31,94,2018-05-03,0,1,0
43731,7634,0076,0636,31889,,,1.0,51240.0,0.0,,1,31,94,2018-05-03,0,2,0
43732,7635,0077,0002,32995,,,2.0,3520.0,18.5,,1,33,125,2018-05-04,3,2,0
43733,7635,0077,0002,32996,,,2.0,497.0,18.5,,1,33,125,2018-05-04,3,2,0
43734,7636,0078,0002,32997,,,6.0,10365.0,18.5,,1,33,125,2018-05-04,1,2,0
43735,7636,0078,0002,32998,,,3.0,12130.0,18.5,,1,33,125,2018-05-04,1,2,0
43736,7636,0078,0002,32999,,,1.0,9595.0,18.5,,1,33,125,2018-05-04,1,2,0
43737,7636,0078,0002,33001,,,4.0,3760.0,18.5,,1,33,125,2018-05-04,1,2,0
43738,7636,0078,0002,33000,,,7.0,1900.0,18.5,,1,33,125,2018-05-04,1,2,0
43739,7636,0078,0045,33350,,,22.0,90.0,18.5,,1,33,125,2018-05-04,1,2,0
43740,7636,0078,0045,33351,,,22.0,90.0,18.5,,1,33,125,2018-05-04,1,2,0
43741,7636,0078,0045,33352,,,11.0,114.0,18.5,,1,33,125,2018-05-04,1,2,0
43742,7636,0078,0045,33353,,,6.0,150.0,18.5,,1,33,125,2018-05-04,1,2,0
43743,7636,0078,0045,33354,,,70.0,118.0,18.5,,1,33,125,2018-05-04,1,2,0
43744,7636,0078,0045,33355,,,3.0,120.0,18.5,,1,33,125,2018-05-04,1,2,0
43745,7637,0079,0048,33401,,,2.0,185.0,0.0,,1,31,94,2018-05-03,0,1,0
43746,7637,0079,0048,33403,,,2.0,460.0,0.0,,1,31,94,2018-05-03,0,1,0
43747,7637,0079,0048,33405,,,1.0,230.0,0.0,,1,31,94,2018-05-03,0,1,0
43748,7637,0079,0048,33407,,,1.0,525.0,0.0,,1,31,94,2018-05-03,0,1,0
43749,7637,0079,0048,33409,,,1.0,500.0,0.0,,1,31,94,2018-05-03,0,1,0
43750,7637,0079,0048,33411,,,1.0,500.0,0.0,,1,31,94,2018-05-03,0,1,0
43751,7637,0079,0048,33413,,,1.0,620.0,0.0,,1,31,94,2018-05-03,0,1,0
43752,7637,0079,0048,33415,,,2.0,175.0,0.0,,1,31,94,2018-05-03,0,1,0
43753,7637,0079,0048,33417,,,1.0,260.0,0.0,,1,31,94,2018-05-03,0,1,0
43754,7638,0080,0049,33425,,,1.0,430.0,0.0,,1,31,94,2018-05-03,1,1,0
43755,7638,0080,0050,33426,,,2.0,900.0,0.0,,1,31,94,2018-05-03,1,1,0
43756,7639,0081,0047,33383,,,2.0,340.0,0.0,,1,31,94,2018-05-03,0,1,0
43757,7639,0081,0047,33385,,,1.0,280.0,0.0,,1,31,94,2018-05-03,0,1,0
43758,7639,0081,0047,33387,,,1.0,195.0,0.0,,1,31,94,2018-05-03,0,1,0
43759,7639,0081,0047,33389,,,1.0,280.0,0.0,,1,31,94,2018-05-03,0,1,0
43760,7639,0081,0047,33391,,,1.0,340.0,0.0,,1,31,94,2018-05-03,0,1,0
43761,7639,0081,0047,33393,,,1.0,290.0,0.0,,1,31,94,2018-05-03,0,1,0
43762,7639,0081,0047,33395,,,1.0,330.0,0.0,,1,31,94,2018-05-03,0,1,0
43763,7639,0081,0047,33397,,,1.0,230.0,0.0,,1,31,94,2018-05-03,0,1,0
43764,7639,0081,0047,33399,,,2.0,295.0,0.0,,1,31,94,2018-05-03,0,1,0
43765,7639,0081,0049,33419,,,1.0,260.0,0.0,,1,31,94,2018-05-03,0,1,0
43766,7640,0082,0046,33357,,,1.0,275.0,0.0,,1,31,94,2018-05-04,0,1,0
43767,7640,0082,0046,33359,,,1.0,500.0,0.0,,1,31,94,2018-05-04,0,1,0
43768,7640,0082,0049,33423,,,1.0,230.0,0.0,,1,31,94,2018-05-04,0,1,0
43769,7640,0082,0046,33361,,,1.0,230.0,0.0,,1,31,94,2018-05-04,0,1,0
43770,7640,0082,0046,33363,,,1.0,380.0,0.0,,1,31,94,2018-05-04,0,1,0
43771,7640,0082,0046,33365,,,1.0,230.0,0.0,,1,31,94,2018-05-04,0,1,0
43772,7640,0082,0046,33367,,,2.0,240.0,0.0,,1,31,94,2018-05-04,0,1,0
43773,7640,0082,0046,33369,,,1.0,400.0,0.0,,1,31,94,2018-05-04,0,1,0
43774,7640,0082,0046,33371,,,5.0,170.0,0.0,,1,31,94,2018-05-04,0,1,0
43775,7640,0082,0046,33373,,,2.0,250.0,0.0,,1,31,94,2018-05-04,0,1,0
43776,7640,0082,0046,33375,,,2.0,250.0,0.0,,1,31,94,2018-05-04,0,1,0
43777,7640,0082,0046,33377,,,2.0,240.0,0.0,,1,31,94,2018-05-04,0,1,0
43778,7640,0082,0046,33379,,,1.0,280.0,0.0,,1,31,94,2018-05-04,0,1,0
43779,7640,0082,0046,33381,,,2.0,175.0,0.0,,1,31,94,2018-05-04,0,1,0
43780,7641,0083,0051,33428,,,1.0,280.0,0.0,,1,31,94,2018-05-04,0,1,0
43781,7642,0084,,,0031,13469,15.0,35.0,0.0,,1,31,94,2018-05-04,0,0,0
43782,7643,0085,,,0034,13474,12.0,285.67,0.0,,1,1,125,2018-05-04,2,1,0
43783,7644,0086,0053,33433,,,1.0,420.0,0.0,,1,31,94,2018-05-04,1,1,0
43784,7644,0086,0053,33434,,,2.0,435.0,0.0,,1,31,94,2018-05-04,1,1,0
43785,7644,0086,0053,33435,,,8.0,410.0,0.0,,1,31,94,2018-05-04,1,1,0
43786,7644,0086,0053,33436,,,2.0,497.0,0.0,,1,31,94,2018-05-04,1,1,0
43787,7644,0086,0053,33437,,,1.0,440.0,0.0,,1,31,94,2018-05-04,1,1,0
43788,7644,0086,0053,33438,,,2.0,390.0,0.0,,1,31,94,2018-05-04,1,1,0
43789,7644,0086,0053,33439,,,1.0,410.0,0.0,,1,31,94,2018-05-04,1,1,0
43790,7644,0086,0053,33440,,,1.0,410.0,0.0,,1,31,94,2018-05-04,1,1,0
43791,7644,0086,0053,33441,,,1.0,340.0,0.0,,1,31,94,2018-05-04,1,1,0
43792,7644,0086,0053,33442,,,4.0,405.0,0.0,,1,31,94,2018-05-04,1,1,0
43793,7644,0086,0053,33443,,,2.0,260.0,0.0,,1,31,94,2018-05-04,1,1,0
43794,7644,0086,0053,33444,,,2.0,240.0,0.0,,1,31,94,2018-05-04,1,1,0
43795,7644,0086,0053,33445,,,4.0,412.0,0.0,,1,31,94,2018-05-04,1,1,0
43796,7644,0086,0053,33446,,,1.0,250.0,0.0,,1,31,94,2018-05-04,1,1,0
43797,7644,0086,0053,33447,,,1.0,290.0,0.0,,1,31,94,2018-05-04,1,1,0
43798,7644,0086,0053,33448,,,1.0,290.0,0.0,,1,31,94,2018-05-04,1,1,0
43799,7644,0086,0053,33449,,,2.0,340.0,0.0,,1,31,94,2018-05-04,1,1,0
43800,7645,0087,0055,33457,,,2.0,380.0,0.0,,1,31,94,2018-05-04,1,1,0
43801,7645,0087,0055,33458,,,2.0,360.0,0.0,,1,31,94,2018-05-04,1,1,0
43802,7645,0087,0055,33459,,,1.0,320.0,0.0,,1,31,94,2018-05-04,1,1,0
43803,7645,0087,0055,33460,,,4.0,460.0,0.0,,1,31,94,2018-05-04,1,1,0
43804,7645,0087,0055,33461,,,2.0,320.0,0.0,,1,31,94,2018-05-04,1,1,0
43805,7645,0087,0055,33462,,,2.0,480.0,0.0,,1,31,94,2018-05-04,1,1,0
43806,7645,0087,0055,33463,,,1.0,340.0,0.0,,1,31,94,2018-05-04,1,1,0
43807,7645,0087,0055,33464,,,2.0,410.0,0.0,,1,31,94,2018-05-04,1,1,0
43808,7645,0087,0055,33465,,,2.0,450.0,0.0,,1,31,94,2018-05-04,1,1,0
43809,7645,0087,0055,33466,,,2.0,290.0,0.0,,1,31,94,2018-05-04,1,1,0
43810,7645,0087,0055,33467,,,1.0,390.0,0.0,,1,31,94,2018-05-04,1,1,0
43811,7645,0087,0055,33468,,,4.0,380.0,0.0,,1,31,94,2018-05-04,1,1,0
43812,7645,0087,0055,33469,,,2.0,440.0,0.0,,1,31,94,2018-05-04,1,1,0
43813,7645,0087,0055,33470,,,2.0,380.0,0.0,,1,31,94,2018-05-04,1,1,0
43814,7645,0087,0054,33450,,,1.0,440.0,0.0,,1,31,94,2018-05-04,1,1,0
43815,7645,0087,0054,33451,,,2.0,780.0,0.0,,1,31,94,2018-05-04,1,1,0
43816,7645,0087,0054,33452,,,2.0,420.0,0.0,,1,31,94,2018-05-04,1,1,0
43817,7645,0087,0054,33453,,,4.0,570.0,0.0,,1,31,94,2018-05-04,1,1,0
43818,7645,0087,0054,33454,,,8.0,420.0,0.0,,1,31,94,2018-05-04,1,1,0
43819,7645,0087,0054,33455,,,2.0,640.0,0.0,,1,31,94,2018-05-04,1,1,0
43820,7645,0087,0054,33456,,,2.0,440.0,0.0,,1,31,94,2018-05-04,1,1,0
43821,7646,0088,,,0653,12853,1.0,120.0,0.0,,1,31,94,2018-05-05,0,0,0
43822,7646,0088,,,0653,12852,1.0,120.0,0.0,,1,31,94,2018-05-05,0,0,0
43823,7646,0088,,,0653,12851,1.0,120.0,0.0,,1,31,94,2018-05-05,1,0,0
43824,7647,0089,0056,33471,,,60.0,12.71,0.0,,1,31,94,2018-05-05,0,2,0
43825,7648,0090,0057,33472,,,8.0,220.0,0.0,,1,1,125,2018-05-05,0,1,0
43826,7648,0090,0057,33473,,,2.0,40.0,0.0,,1,1,125,2018-05-05,0,1,0
43827,7648,0090,0052,33430,,,1.0,240.0,0.0,,1,1,125,2018-05-05,0,1,0
43828,7648,0090,0052,33431,,,1.0,230.0,0.0,,1,1,125,2018-05-05,0,1,0
43829,7648,0090,0052,33432,,,1.0,230.0,0.0,,1,1,125,2018-05-05,0,1,0
43830,7648,0090,0057,33474,,,1.0,970.0,0.0,,1,1,125,2018-05-05,0,1,0
43831,7648,0090,0057,33475,,,2.0,1.0,0.0,,1,1,125,2018-05-05,0,1,0
43832,7648,0090,0057,33476,,,1.0,920.0,0.0,,1,1,125,2018-05-05,0,1,0
43833,7648,0090,0057,33477,,,2.0,1.0,0.0,,1,1,125,2018-05-05,0,1,0
43834,7648,0090,0057,33478,,,1.0,1900.0,0.0,,1,1,125,2018-05-05,0,1,0
43835,7648,0090,0057,33479,,,1.0,1800.0,0.0,,1,1,125,2018-05-05,0,1,0
43836,7648,0090,0057,33480,,,2.0,2000.0,0.0,,1,1,125,2018-05-05,0,1,0
43837,7648,0090,0057,33481,,,13.0,800.0,0.0,,1,1,125,2018-05-05,0,1,0
43838,7648,0090,0057,33482,,,1.0,800.0,0.0,,1,1,125,2018-05-05,0,1,0
43839,7648,0090,0057,33483,,,1.0,850.0,0.0,,1,1,125,2018-05-05,0,1,0
43840,7648,0090,0057,33484,,,2.0,820.0,0.0,,1,1,125,2018-05-05,0,1,0
43841,7649,0091,0058,33485,,,1.0,1940.0,0.0,,1,1,125,2018-05-05,0,1,0
43842,7649,0091,0058,33486,,,2.0,1160.0,0.0,,1,1,125,2018-05-05,0,1,0
43843,7649,0091,0058,33487,,,14.0,130.0,0.0,,1,1,125,2018-05-05,0,1,0
43844,7649,0091,0058,33488,,,4.0,140.0,0.0,,1,1,125,2018-05-05,0,1,0
43845,7649,0091,0058,33489,,,1.0,300.0,0.0,,1,1,125,2018-05-05,0,1,0
43846,7649,0091,0046,33366,,,2.0,60.0,0.0,,1,1,125,2018-05-05,0,1,0
43847,7649,0091,0038,33307,,,2.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43848,7649,0091,0046,33374,,,2.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43849,7649,0091,0048,33410,,,1.0,300.0,0.0,,1,1,125,2018-05-05,0,1,0
43850,7649,0091,0046,33380,,,2.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43851,7649,0091,0046,33372,,,2.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43852,7649,0091,0049,33422,,,1.0,60.0,0.0,,1,1,125,2018-05-05,0,1,0
43853,7649,0091,0046,33370,,,5.0,40.0,0.0,,1,1,125,2018-05-05,0,1,0
43854,7649,0091,0046,33378,,,1.0,40.0,0.0,,1,1,125,2018-05-05,0,1,0
43855,7649,0091,0048,33414,,,2.0,40.0,0.0,,1,1,125,2018-05-05,0,1,0
43856,7649,0091,0048,33400,,,2.0,30.0,0.0,,1,1,125,2018-05-05,0,1,0
43857,7649,0091,0052,33429,,,1.0,30.0,0.0,,1,1,125,2018-05-05,0,1,0
43858,7650,0092,0048,33412,,,1.0,120.0,0.0,,1,1,125,2018-05-05,0,1,0
43859,7650,0092,0048,33406,,,1.0,220.0,0.0,,1,1,125,2018-05-05,0,1,0
43860,7650,0092,0048,33404,,,1.0,70.0,0.0,,1,1,125,2018-05-05,0,1,0
43861,7650,0092,0048,33402,,,2.0,200.0,0.0,,1,1,125,2018-05-05,0,1,0
43862,7650,0092,0046,33358,,,1.0,340.0,0.0,,1,1,125,2018-05-05,0,1,0
43863,7650,0092,0046,33356,,,1.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43864,7650,0092,0046,33362,,,1.0,120.0,0.0,,1,1,125,2018-05-05,0,1,0
43865,7650,0092,0046,33376,,,2.0,60.0,0.0,,1,1,125,2018-05-05,0,1,0
43866,7650,0092,0048,33416,,,1.0,40.0,0.0,,1,1,125,2018-05-05,0,1,0
43867,7650,0092,0048,33408,,,1.0,240.0,0.0,,1,1,125,2018-05-05,0,1,0
43868,7650,0092,0046,33360,,,1.0,50.0,0.0,,1,1,125,2018-05-05,0,1,0
43869,7650,0092,0046,33364,,,1.0,60.0,0.0,,1,1,125,2018-05-05,0,1,0
43870,7650,0092,0046,33368,,,1.0,120.0,0.0,,1,1,125,2018-05-05,0,1,0
43871,7650,0092,0059,33490,,,1.0,450.0,0.0,,1,1,125,2018-05-05,0,1,0
43872,7650,0092,0827,32900,,,5.0,100.0,0.0,,1,1,125,2018-05-05,0,1,0
43873,7650,0092,0024,33131,,,5.0,600.0,0.0,,1,1,125,2018-05-05,0,1,0
43874,7651,0093,0061,33494,,,240.0,3.0,45.0,,1,31,94,2018-05-05,1,4,0
43875,7652,0094,0065,33505,,,4.0,860.0,0.0,,1,1,125,2018-05-05,0,1,0
43876,7652,0094,0062,33495,,,4.0,860.0,0.0,,1,1,125,2018-05-05,1,1,0
43877,7652,0094,0063,33499,,,4.0,860.0,0.0,,1,1,125,2018-05-05,0,1,0
43878,7652,0094,0062,33497,,,4.0,860.0,0.0,,1,1,125,2018-05-05,0,1,0
43879,7652,0094,0062,33496,,,4.0,860.0,0.0,,1,1,125,2018-05-05,0,1,0
43880,7652,0094,0062,33498,,,2.0,970.0,0.0,,1,1,125,2018-05-05,1,1,0
43881,7652,0094,0064,33502,,,2.0,4670.0,0.0,,1,1,125,2018-05-05,0,1,0
43882,7652,0094,0063,33500,,,2.0,80.0,0.0,,1,1,125,2018-05-05,0,1,0
43883,7652,0094,0063,33501,,,4.0,80.0,0.0,,1,1,125,2018-05-05,0,1,0
43884,7652,0094,0064,33503,,,4.0,560.0,0.0,,1,1,125,2018-05-05,0,1,0
43885,7652,0094,0064,33504,,,2.0,560.0,0.0,,1,1,125,2018-05-05,0,1,0
43886,7653,0095,,,0582,12565,25.0,27.0,0.0,,1,31,94,2018-05-05,1,0,0
43887,7654,0096,0066,33506,,,1.0,250.0,0.0,,1,1,125,2018-05-07,0,1,0
43888,7654,0096,0068,33514,,,8.0,70.0,0.0,,1,1,125,2018-05-07,0,1,0
43889,7654,0096,0066,33507,,,1.0,770.0,0.0,,1,1,125,2018-05-07,0,1,0
43890,7654,0096,0068,33515,,,1.0,70.0,0.0,,1,1,125,2018-05-07,0,1,0
43891,7654,0096,0068,33516,,,2.0,75.0,0.0,,1,1,125,2018-05-07,0,1,0
43892,7654,0096,0067,33509,,,4.0,650.0,0.0,,1,1,125,2018-05-07,0,1,0
43893,7654,0096,0067,33510,,,1.0,580.0,0.0,,1,1,125,2018-05-07,0,1,0
43894,7654,0096,0067,33511,,,1.0,700.0,0.0,,1,1,125,2018-05-07,0,1,0
43895,7654,0096,0067,33512,,,1.0,700.0,0.0,,1,1,125,2018-05-07,0,1,0
43896,7654,0096,0066,33508,,,2.0,120.0,0.0,,1,1,125,2018-05-07,0,1,0
43897,7654,0096,0068,33517,,,1.0,50.0,0.0,,1,1,125,2018-05-07,0,1,0
