No,DCNo,ItemCode,Description,HSN,Quantity,Rate,Amount,UOM
483,1939,00791-13-05,SHAFT,0,1,1.0,1.0,NOS
486,1940,-,ENDMILL CUTTERS,0,22,1.0,22.0,NOS
487,1941,00812-01-05,UP MYLER,0,4,1.0,4.0,NOS
488,1941,-,PINS,0,12,1.0,12.0,NOS
489,1942,-,SQUARE TUBE 48 X 48 X 1264 MM ,0,72,1.0,72.0,NOS
490,1942,-,SQUARE TUBE 48 X 48 X 1020 MM ,0,23,1.0,23.0,NOS
491,1942,-,SQUARE TUBE 48 X 48 X 6000 MM ,0,10,1.0,10.0,NOS
492,1942,-,SQUARE TUBE 40 X 40 X 6000 MM ,0,20,1.0,20.0,NOS
493,1942,-,SQUARE TUBE 40 X 40 X 1092 MM ,0,23,1.0,23.0,NOS
494,1942,-,SQUARE TUBE 40 X 40 X 1188 MM ,0,36,1.0,36.0,NOS
495,1942,-,SQUARE TUBE 40 X 40 X 1010 MM ,0,46,1.0,46.0,NOS
496,1942,-,SQUARE TUBE 40 X 40 X 1195 MM ,0,20,1.0,20.0,NOS
497,1942,-,SQUARE TUBE 30 X 30 X 6000 MM ,0,10,1.0,10.0,NOS
498,1942,-,L ANGLE 50*50 X 2000 MM,0,23,1.0,23.0,NOS
499,1942,-,L ANGLE 50*50 X 1190 MM,0,46,1.0,46.0,NOS
500,1942,-,L ANGLE 50*50 X 150 MM,0,46,1.0,46.0,NOS
501,1942,-,FLAT 40 X 10 X 535 MM,0,92,1.0,92.0,NOS
502,1942,-,FLAT 40 X 10 X 28 MM,0,92,1.0,92.0,NOS
503,1942,-,FLAT 40X10 ,,0,0.0,0.0,NOS
504,1942,-,FLAT 40 X  10 X 102 MM,0,92,1.0,92.0,NOS
505,1942,-,FLAT 40  X 10 X 100 MM,0,138,1.0,138.0,NOS
506,1942,-,FLAT 40 X 10 X 40 MM,0,46,1.0,46.0,NOS
507,1942,-,L ANGLE 50*50 X 3000 MM,0,1,1.0,1.0,NOS
508,1942,-,ROUND BAR DIA 5 MM X 3 MTR,0,10,1.0,10.0,NOS
509,1942,-,NOTE PAd,0,46,1.0,46.0,NOS
510,1942,-,M.S. FLAT 100 X 6 X 286 MM BEND,0,2,1.0,2.0,NOS
511,1942,-,MS FLAT 32 X 16 X 394 MM BEND,0,5,1.0,5.0,NOS
512,1942,-,MS FLAT 32 X 16 X 770 MM BEND,0,1,1.0,1.0,NOS
513,1942,-,MS FLAT 32 X 16X 330 MM BEND ,0,1,1.0,1.0,NOS
514,1943,-,FRONT DOOR INSERT,0,150,1.0,150.0,NOS
515,1944,-,BODY SIDE DUNNAGE INSERTS 925 MM LONG,0,60,1.0,60.0,NOS
516,1944,-,BODY SIDE DUNNAGE INSERTS 930 MM LONG,0,60,1.0,60.0,NOS
517,1944,-,Tail gate bottom dunnage inserts 920,0,60,1.0,60.0,NOS
518,1945,-,"SS316 TC FERRULE 1""",0,13,1.0,13.0,NOS
519,1945,-,"SS316 TC FERRULE 1.5""",0,69,1.0,69.0,NOS
520,1945,-,VEGAPOINT II level sensor welding attachment,0,2,1.0,2.0,NOS
522,1946,-,RIB  CUTTING SIZE 3MTR,0,21,1.0,21.0,NOS
523,1947,00812-02-02,ROLLER,0,12,1.0,12.0,NOS
526,1948,-,FRONT DOOR RH NEW SK SUV,0,4,1.0,4.0,NOS
527,1948,-,BODY SIDE SK SUV NEW LH,0,2,1.0,2.0,NOS
528,1948,-,BODY SIDE SK SUV NEW RH,0,2,1.0,2.0,NOS
529,1949,00814-03-02,shaft+Roller,0,6,1.0,6.0,NOS
530,1950,00812-01-05,UP MYLER,0,4,1.0,4.0,NOS
531,1950,00812-04-72,KEEPER PLATE,0,8,1.0,8.0,NOS
532,1950,00812-04-71,END CAP ,0,4,1.0,4.0,NOS
533,1950,00501-09-04,SPACER,0,6,1.0,6.0,NOS
534,1950,-,ROUND SPACER MOUNTING,0,2,1.0,2.0,NOS
535,1951, 00812-01-18-,pin,0,4,1.0,4.0,NOS
541,1952,-,NEW SUPPLY OF VW-SUV TAIL-GATE-6JR827105 ,0,4,1.0,4.0,NOS
542,1952,-,New Pallet supply for 6JM809605 Body side LH,0,3,1.0,3.0,NOS
543,1952,-,New Pallet supply for 6JM809606  Body side RH,0,1,1.0,1.0,NOS
544,1953,,drill machine,0,1,1.0,1.0,NOS
545,1953,-,sander,-,1,1.0,1.0,NOS
546,1953,-,bond tight,0,2,1.0,2.0,NOS
547,1953,-, SALE TAPPING SCREW,0,1000,1.0,1000.0,NOS
548,1953,-,EXTENSION BOARD,0,1,1.0,1.0,NOS
549,1953,-,DRILL 7.8,0,10,1.0,10.0,NOS
550,1953,-,CELLO  TAPE ,0,10,1.0,10.0,NOS
551,1954,-,NYLON SCALE,0,80,1.0,80.0,NOS
552,1955,-,FRONT DOOR 40*820 G I C TREY,0,60,1.0,60.0,NOS
553,1956,-,FRONT DOOR 40*820 G I C TREY,0,48,1.0,48.0,NOS
554,1957,-,'J' HOOK,0,46,1.0,46.0,NOS
555,1957,-,PIVOT STOPPER,0,46,1.0,46.0,NOS
556,1957,-,GAS SPRING,0,46,1.0,46.0,NOS
557,1957,-,BRUSH,0,138,1.0,138.0,NOS
558,1957,-,P.U. FINGER,0,1196,1.0,1196.0,NOS
559,1957,-,NYLON SUPPORT,0,46,1.0,46.0,NOS
560,1957,-,BRUSH HOLDER ,0,46,1.0,46.0,NOS
563,1958,-,ROLLER SHAFT,0,47,1.0,47.0,NOS
564,1958,-,ROLLER,0,46,1.0,46.0,NOS
565,1958,-,SPROCKET,0,76,1.0,76.0,NOS
566,1959,-,SQ TUBE 10*10*6000mm,0,10,1.0,10.0,NOS
567,1959,-,ROUND BAR DIA 10*6000mm,0,12,1.0,12.0,NOS
568,1959,-,FLAT 60*10*6000mm,0,2,1.0,2.0,NOS
569,1959,-,MESH,0,2,1.0,2.0,NOS
570,1959,-,RIB,0,276,1.0,276.0,NOS
571,1959,-,SQ BAR 10*10*2000mm,0,2,1.0,2.0,NOS
572,1959,-,CLOSING CAPS ,0,40,1.0,40.0,NOS
573,1959,-,50*5THK 5 MTR,0,1,1.0,1.0,NOS
574,1960,-,M10*90 HEX BOLT,0,46,1.0,46.0,NOS
575,1960,-,M10 NUT,0,100,1.0,100.0,NOS
576,1960,-,M10*40 HEX BOLT ,0,46,1.0,46.0,NOS
577,1960,-,M10 KNYLOCK NUT,0,46,1.0,46.0,NOS
578,1960,-,M10*30 HEX BOLT ,0,46,1.0,46.0,NOS
579,1961,-,NEW SUPPLY OF VW -SUV TAIL GATE 6JR827105,0,4,1.0,4.0,NOS
580,1961,-,NEW PALLET SUPPLY FOR 6JM809605 BODY SIDE LH,0,4,1.0,4.0,NOS
581,1962,-,new pallet SK SUV front door 6JM831111 LH,0,1,1.0,1.0,NOS
589,1964,-,	NEW SUPPLY OF VW - SUV TAIL GATE -6JR827105,0,4,1.0,4.0,NOS
590,1964,-,NEW PALLATE SUPPLY FOR 6JM809605 BODY SIDE LH,0,2,1.0,2.0,NOS
591,1964,-,NEW PALLATE SUPPLY FOR 6JM809605 BODY SIDE RH,0,2,1.0,2.0,NOS
592,1967,-,S S LASER PARTS FOR CANOPE  DEVELOPING ,0,8,1.0,8.0,NOS
593,1967,-,S S BASE FRAME ,0,1,1.0,1.0,NOS
594,1967,-,CASTLE WHEEL ,0,4,1.0,4.0,NOS
595,1968,-,RIB ,0,68,1.0,68.0,NOS
596,1969,00791-14-07,pin,0,2,1.0,2.0,NOS
597,1969,00791-07-15,pin,0,4,1.0,4.0,NOS
598,1969,00814-23-15,pin,0,1,1.0,1.0,NOS
599,1969,00813-07-30,pin,0,1,1.0,1.0,NOS
600,1970,00814-03-06,-,0,12,1.0,12.0,NOS
601,1970,00814-23-16,-,0,2,1.0,2.0,NOS
602,1970,00791-01-06,-,0,17,1.0,17.0,NOS
603,1970,00814-03-05,-,0,6,1.0,6.0,NOS
604,1970,00813-03-06,-,0,6,1.0,6.0,NOS
605,1970,00813-03-05,-,0,6,1.0,6.0,NOS
606,1971,-,L -  ANGEL S S 20* 20 3 MTR LONG ,0,2,1.0,2.0,NOS
607,1971,-,S S 90 DEGREE ELBOW ,0,8,1.0,8.0,NOS
608,1973,-,CONTAINER MODIFICATION  6JM809605 BODY SIDE LH,0,2,1.0,2.0,NOS
609,1973,-,CONTAINER MODIFICATION  6JM809606 BODY SIDE RH,0,2,1.0,2.0,NOS
610,1974,-,50x50 mesh ,0,2,1.0,2.0,NOS
611,1974,-,PAINT RAL 1024,0,60,1.0,60.0,LIT
612,1974,-,QD PRIMER,0,80,1.0,80.0,LIT
613,1974,-,PAINT RAL 3017,0,5,1.0,5.0,LIT
614,1974,-,PAINT BLACK,0,3,1.0,3.0,LIT
615,1974,-,END CAP,0,105,1.0,105.0,NOS
616,1974,-,DIA 16 MM BAR,0,46,1.0,46.0,NOS
617,1974,-,SQ. BAR 10X10,0,4,1.0,4.0,MTR
618,1974,-,NYLON SIDE PADS,0,46,1.0,46.0,MTR
619,1974,-,SPACERS 65MM,0,46,1.0,46.0,MTR
620,1974,-,SPACERS 225MM,0,46,1.0,46.0,NOS
621,1974,-,HEX BOLT M 12 X 40,0,96,1.0,96.0,NOS
622,1974,-,RIBS ,0,196,1.0,196.0,NOS
623,1974,-,GAS SPRING,0,46,1.0,46.0,NOS
624,1975,00814-03-07,spacers,0,12,1.0,12.0,NOS
625,1975,00791-20-07,Spacers,0,8,1.0,8.0,NOS
626,1975,00812-02-01,SHAFT,0,10,1.0,10.0,NOS
627,1976,-,MS FLAT 100 X 6 ,0,90,1.0,90.0,MTR
628,1974,-,NYLOCK NUT M12,0,100,1.0,100.0,NOS
629,1974,-,NYLOCK NUT M8,0,100,1.0,100.0,NOS
630,1977,-,GI INSERT 40X915mm,0,40,1.0,40.0,NOS
631,1978,812-01-11,holding pin,0,4,1.0,4.0,NOS
632,1979,814-23-01,SHAFT + ROLLER,0,4,1.0,4.0,NOS
633,1980,828-11-54,PIN RETAINER ,0,3,1.0,3.0,NOS
634,1981,-,NDPE SHEET 350X1000mm ,0,5,1.0,5.0,NOS
635,1982,500-07-35,BUSH,0,4,1.0,4.0,NOS
636,1983,,,,0,0.0,0.0,NOS
637,1984,501-07-35,BUSH,0,4,1.0,4.0,NOS
638,1985,-,FRONT DOOR DUNNAGE ,0,5,1.0,5.0,SET
639,1985,-,GAS SPRING,-,36,1.0,36.0,NOS
640,1985,-,M8 HEXNUT,-,144,1.0,144.0,NOS
641,1985,-,8X45 HEX BOLT,-,72,1.0,72.0,NOS
642,1985,-,NYLOCK NUT M8 ,-,100,1.0,100.0,NOS
643,1985,-,M8X80 BOLT ,-,120,1.0,120.0,NOS
644,1985,,,,0,0.0,0.0,NOS
645,1986,-,LOWER SHAFT 007911801R1,0,4,1.0,4.0,NOS
646,1986,-,UPPER SHAFT 007911804R1,-,4,1.0,4.0,NOS
649,1987,,NOTCHBACK FRONT DOOR INSERT 40X1X820,0,8,1.0,8.0,NOS
650,1987,,NOTCHBACK FRONT DOOR INSERT 40X1X835,0,16,1.0,16.0,NOS
651,1987,,BODY SIDE NOTCHBACK INSERT TOP 20X1X1000,0,60,1.0,60.0,NOS
652,1987,,BODY SIDE NOTCHBACK INSERT TOP 50X1X995,0,60,1.0,60.0,NOS
653,1987,-,BODY SIDE NOTCHBACK INSERT BOTTOM 40X1X960,0,0,1.0,0.0,NOS
654,1987,-,BODY SIDE SUV INSERT BOTTOM 40X1X935,0,60,1.0,60.0,NOS
655,1988,00501-05-11,SPACER FOR TORGUEARM-,0,2,1.0,2.0,NOS
656,1988,00814-23-04,PIVOT SHAFT,0,2,1.0,2.0,NOS
657,1988,,,,0,0.0,0.0,NOS
658,1989,813-07-31,END PLATE,0,2,1.0,2.0,NOS
659,1989,813-07-32,SPACER,0,1,1.0,1.0,NOS
660,1989,813-07-04,END CAP,0,2,1.0,2.0,NOS
661,1989,-,CIRAUAR PLATE,0,2,1.0,2.0,NOS
662,1990,-,PLASMA MACHINE,0,1,1.0,1.0,NOS
663,1990,-,PLASMA HOLDER,0,1,1.0,1.0,NOS
664,1990,-,EARTHING CABLE,0,1,1.0,1.0,NOS
665,1991,-,TONER HP1020,0,4,1.0,4.0,NOS
666,1992,-,"4"" GRANDER ",0,2,1.0,2.0,NOS
667,1993,-,FRONT DOOR DUNNAGE GI INSERTS (40X820 LONG),0,10,1.0,10.0,NOS
668,1993,-,FRONT DOOR DUNNAGE GI INSERTS (40X835 LONG),0,16,1.0,16.0,NOS
669,1994,-,SQ. TUBE 40 X 40 (6 MTR),0,25,1.0,25.0,NOS
670,1994,-,C CHANNEL 70 X 35 X 3600 MM,0,14,1.0,14.0,NOS
671,1994,-,C CHANNEL 70 X 35 X2740 MM,0,14,1.0,14.0,NOS
672,1994,-,C CHANNEL 70 X 35 X 1120 MM,0,28,1.0,28.0,NOS
673,1994,-,C CHANNEL 70 X 35 X 300 MM,0,14,1.0,14.0,NOS
674,1994,-,MS FLAT 30 X 10 6 MTR,0,3,1.0,3.0,NOS
675,1994,-,FLAT 12 X 3 X 6 MTR,0,22,1.0,22.0,NOS
676,1994,-,L ANGLE 50X50 X 2 MTR,0,2,1.0,2.0,NOS
677,1994,-,MS FLAT 32 X 16 X 1556 BEND,0,42,1.0,42.0,NOS
678,1994,-,MS FLAT 32 X 16 X 286  BEND,0,70,1.0,70.0,NOS
679,1994,-,MS FLAT 100 X 6 X 286 BEND,0,14,1.0,14.0,NOS
680,1994,-,MS FLAT 100 X 6 X 1153 BEND,0,42,1.0,42.0,NOS
681,1994,-,C TYPE BEND,0,14,1.0,14.0,NOS
682,1995,-,PLASMA MACHINE,0,1,1.0,1.0,NOS
683,1996,-,NOTCBACK FRONT DOOR INSERT 40X1X820,0,20,1.0,20.0,NOS
684,1997,-,welding machine torch 1.2,0,1,1.0,1.0,NOS
685,1998,-,SOC BOLT M8X80,0,156,1.0,156.0,NOS
686,1998,-,NYLOCK NUT M8,0,175,1.0,175.0,NOS
687,1999,-, NEW BODY SIDE LH SK SUV 6JM809605,0,4,1.0,4.0,NOS
688,1999,-,VW-SUV TAIL GATE 6JR827105,,2,1.0,2.0,NOS
689,2000,-,SQ TUBE 50*50,0,23,1.0,23.0,NOS
690,2000,-,SQ TUBE 40*40,0,62,1.0,62.0,NOS
691,2000,-,SQ TUBE 30*30,0,8,1.0,8.0,NOS
692,2000,-,FLAT 40*10,0,10,1.0,10.0,NOS
693,2000,-,FLAT 30*10,0,14,1.0,14.0,NOS
694,2000,-,FLAT 12*3,0,44,1.0,44.0,NOS
695,2000,-,ROUND BAR 10 ,0,10,1.0,10.0,NOS
696,2000,-,CCHANNEL 70*35 2000,0,36,1.0,36.0,NOS
697,2000,-,C CHANNEL 70*35 1131,0,36,1.0,36.0,NOS
698,2000,-,CCHANNEL 70*35 1500,0,7,1.0,7.0,NOS
699,2000,-,L ANGLE 2500,0,2,1.0,2.0,NOS
700,2000,-,L ANGLE 1000,0,1,1.0,1.0,NOS
701,2000,-,C CHANNEL 70*35 6000,0,1,1.0,1.0,NOS
702,2000,-,BEND 32*16-1553,0,84,1.0,84.0,NOS
703,2000,-,BEND 32*16-280,0,140,1.0,140.0,NOS
704,2000,-,BEND 100*6 thk 286,0,84,1.0,84.0,NOS
705,2000,-,BEND 100*6 thk 1553,0,84,1.0,84.0,NOS
706,2000,-,C CHANEEL 3600,0,26,1.0,26.0,NOS
707,2000,-,C CHANNEL 2740,0,26,1.0,26.0,NOS
708,2000,-,CCHANNEL 1120,0,44,1.0,44.0,NOS
709,2001,-,MESH ,0,42,1.0,42.0,NOS
710,2001,-,ROUND BAR DIA 5mm ,0,8,1.0,8.0,NOS
711,2002,-,FINGERS,0,795,1.0,795.0,NOS
712,2002,-,10X30 HEX,0,50,1.0,50.0,NOS
713,2003,-,WATER FILTER MOTER,0,1,1.0,1.0,NOS
714,2004,-,THINNER,0,10,1.0,10.0,NOS
715,2004,-,FRONT DOOR NAME PLATE,0,8,1.0,8.0,NOS
716,2005,-,pnumax cylinder ,0,2,1.0,2.0,NOS
717,2006,-,INSERT 40X820mm,0,20,1.0,20.0,NOS
718,2006,,INSERT 40X838mm,0,23,1.0,23.0,NOS
719,2007,-,NEW BODY SIDE LH SK SUV 6JM809605,0,4,1.0,4.0,NOS
720,2007,-,VW SUV TAIL GATE NEW 6JR827105,0,3,1.0,3.0,NOS
721,2008,-,FROUNT DOOR OUTER LH MODIFICTION 6JM831111,0,2,1.0,2.0,NOS
722,2008,-,FROUNT DOOR OUTER RH MODIFICTION 6JM831112,0,6,1.0,6.0,NOS
734,2009,,NYLOAN PATTI 40X900mm,0,30,1.0,30.0,NOS
735,2009,-,FLAP WHEEL 4'',0,1,1.0,1.0,NOS
736,2009,-,CUTTING WHEEL 4'',0,1,1.0,1.0,NOS
737,2009,-,DRILLING MACHINE,0,1,1.0,1.0,NOS
738,2009,-,SELF TYPING SCREW,0,1,1.0,1.0,NOS
739,2009,,DRILL 3.2,0,1,1.0,1.0,NOS
740,2009,,DRILL 4.5,0,1,1.0,1.0,NOS
741,2009,-,SANDER MACHINE,0,1,1.0,1.0,NOS
742,2009,-,TRAY ,0,61,1.0,61.0,NOS
743,2009,-,BOND,0,1,1.0,1.0,NOS
744,2009,-,TRANSPERANT TAPE,0,1,1.0,1.0,NOS
745,2010,-,T NUT,,0,1.0,0.0,NOS
746,2011,-,INSERT 40X820mm,0,20,1.0,20.0,NOS
747,2011,-,INSERT 40X838mm,0,32,1.0,32.0,NOS
748,2011,-,ROLLERFOR PU COTING,0,6,1.0,6.0,NOS
749,2013,-,HEX PROFILE,0,1,1.0,1.0,NOS
750,2014,-,FRONT DOOR 32*16 thk 770mm,0,72,1.0,72.0,NOS
751,2014,-,FRONT DOOR 32*16 thk 330mm,0,72,1.0,72.0,NOS
752,2014,,FRONT DOOR 100*6 thk ,0,72,1.0,72.0,NOS
753,2015,-,BEND 32*16-280,0,140,1.0,140.0,NOS
754,2015,-,BEND 100*6 thk 286,0,84,1.0,84.0,NOS
755,2015,-,C BEND 32*16,0,28,1.0,28.0,NOS
757,2016,-,FRONT DOOR OUTER LH NEW 6JM831111,,6,1.0,6.0,NOS
758,2016,-,FROUNT DOOR OUTER RH NEW 6JM831112,,2,1.0,2.0,NOS
759,2017,-,INSERT 40X820mm,0,20,1.0,20.0,NOS
760,2018,652-59-48,L BKT,0,2,1.0,2.0,NOS
761,2018,813-07-36,SPACER,0,15,1.0,15.0,NOS
762,2018,814-23-19,ROLLER CANVEYR,0,2,1.0,2.0,NOS
763,2018,813-07-31,END PLATE,0,2,1.0,2.0,NOS
764,2018,813-07-32,SPACER,0,1,1.0,1.0,NOS
765,2018,813-07-04,SPACER,0,2,1.0,2.0,NOS
766,2018,-,ANGWLAR CIRCULE PLATE,0,2,1.0,2.0,NOS
767,2019,00791-03-03,SHAFT,0,4,1.0,4.0,NOS
768,2020,813-07-15,PIVOT BAR,0,1,1.0,1.0,NOS
769,2021,-,ROLLER CANVEYR,0,4,1.0,4.0,NOS
770,2022,-,C CHANNEL 70X30,0,6,1.0,6.0,MTR
771,2022,-,SQ TUBE 40X40,0,6,1.0,6.0,MTR
772,2023,-,THINNER EMPTY CAND,0,2,1.0,2.0,NOS
773,2024,-,C CHANNEL 70*35*6000,0,72,1.0,72.0,NOS
774,2024,-,SQ TUBE 40*40*6000,0,112,1.0,112.0,NOS
775,2024,-,FLAT 30*10*6000,0,12,1.0,12.0,NOS
776,2024,-,L ANGLE 50*50*8000,0,1,1.0,1.0,NOS
777,2025,-,DRILLING MACHINE,0,2,1.0,2.0,NOS
778,2026,813-15-04,SHAFT,0,7,1.0,7.0,NOS
779,2026,829-03-37,REST MYLER,0,11,1.0,11.0,NOS
780,2026,825-07-36,REST MYLER,0,6,1.0,6.0,NOS
781,2026,829-07-53,T BKT,0,3,1.0,3.0,NOS
782,2026,829-11-36,REST MYLER,0,12,1.0,12.0,NOS
783,2026,830-09-49,L BKT,0,3,1.0,3.0,NOS
784,2026,828-03-38,REST MYLER,0,6,1.0,6.0,NOS
785,2026,829-07-36,REST MYLER,0,6,1.0,6.0,NOS
786,2026,825-05-36,REST MYLER,0,6,1.0,6.0,NOS
787,2026,830-11-49,L BKT,0,5,1.0,5.0,NOS
788,2026,829-11-41,CLAMP MYLER,0,3,1.0,3.0,NOS
789,2026,828-11-52,L BKT,0,3,1.0,3.0,NOS
790,2026,828-03-48,L BKT,0,6,1.0,6.0,NOS
791,2026,830-07-38,REST MYLER,0,2,1.0,2.0,NOS
792,2026,830-05-49,L BKT,0,3,1.0,3.0,NOS
793,2026,831-03-49,L BKT,0,3,1.0,3.0,NOS
794,2026,828-11-37,REST MYLER,0,3,1.0,3.0,NOS
795,2026,828-03-40,REST MYLER,0,6,1.0,6.0,NOS
796,2026,828-09-36,REST MYLER,0,6,1.0,6.0,NOS
797,2027,1,measuring tape ,-,1,0.0,0.0,NOS
798,2027,2,spanner 12-13,-,2,0.0,0.0,NOS
799,2027,3,spanner 18-19,-,2,0.0,0.0,NOS
800,2027,4,l-key 6mm,0,1,0.0,0.0,NOS
801,2028,7130733,SHAFT WITH SPROCKET ,0,1,1.0,1.0,NOS
802,2029,-,FRONT DOOR NB MODIFICTION LH,0,1,1.0,1.0,NOS
803,2029,-,FRONT DOOR NB MODIFICTION RH,0,1,1.0,1.0,NOS
805,2030,-,SQ. TUBE 40X40X6 MTR,0,19,1.0,19.0,NOS
806,2030,-,C CHANNEL 70 X35 X6MTR ,0,7,1.0,7.0,NOS
807,2030,-,BEND 1090,0,4,1.0,4.0,NOS
808,2030,-,BEND 290,0,8,1.0,8.0,NOS
809,2030,-,L ANGLE 50X50X6 MTR,0,15,1.0,15.0,NOS
811,2031,00835-03-03,INSERT 40X820mm,0,74,1.0,74.0,NOS
812,2031,00835-03-01,INSERT 40X838mm,0,80,1.0,80.0,NOS
813,2031,00835-03-02,INSERT 40X838mm,0,80,1.0,80.0,NOS
814,2031,00833-05-04,INSERT 50 X 963,0,69,1.0,69.0,NOS
815,2031,0833-05-02,INSERT 40X1000,0,70,1.0,70.0,NOS
816,2031,820,INSERT 40 X1000,0,69,1.0,69.0,NOS
817,2031,00813-15-01,ROLLER,0,7,1.0,7.0,NOS
818,2032,-,S.S SHEET 315mmX1216mmX3mm,0,1,1.0,1.0,NOS
819,2033,837-03-01,NYLOAN PATTI ,0,2,1.0,2.0,NOS
820,2033,837-03-02,NYLOAN PATTI,0,2,1.0,2.0,NOS
821,2033,837-03-03,NYLOAN PATTI,0,2,1.0,2.0,NOS
822,2033,837-03-04,NYLOAN PATTI,0,2,1.0,2.0,NOS
823,2034,-,MILLING REDUCTION SOCKET ISO-30 MT-2,0,1,1.0,1.0,NOS
824,2035,-,CONT MODN BODY SIDE LH 5JL809605,0,2,1.0,2.0,NOS
825,2035,-,CONT MODN BODY SIDE RH 5JL809606,0,2,1.0,2.0,NOS
830,2036,837-03-01,NYLOAN PATTI,0,2,1.0,2.0,NOS
831,2036,837-03-02,NYLOAN PATTI,0,2,1.0,2.0,NOS
832,2036,	837-03-03,NYLOAN PATTI,0,1,1.0,1.0,NOS
833,2036,837-03-04,NYLOAN PATTI,0,1,1.0,1.0,NOS
834,2037,-,FLAT 32*16X800mm,0,40,1.0,40.0,NOS
835,2037,-,FLAT 32*16X381mm,0,160,1.0,160.0,NOS
836,2037,-,FLAT 32*16X394mm,0,40,1.0,40.0,NOS
837,2037,-,FLAT 32*16X1568mm,0,120,1.0,120.0,NOS
838,2037,-,FLAT 100*6X1140,0,120,1.0,120.0,NOS
839,2037,-,FLAT 100*6X2896mm,0,40,1.0,40.0,NOS
840,2037,,FOR RIBS 100*6X3000mm,0,23,1.0,23.0,NOS
852,2038,-,SQ.TUBE 10X10mm,0,7,1.0,7.0,NOS
853,2038,-,ROUND BAR 10,0,9,1.0,9.0,NOS
854,2038,-,ROUND BAR DIA 5mm,0,35,1.0,35.0,NOS
855,2038,-,SQ TUBE 40X40,0,20,1.0,20.0,NOS
856,2038,-,MESH 12X3,0,20,1.0,20.0,NOS
857,2038,-,L ANGLE 50X50,0,2,1.0,2.0,NOS
858,2038,-,FLAT 40X10,0,14,1.0,14.0,NOS
859,2038,-,NOTEPAD,0,16,1.0,16.0,NOS
860,2038,-,RIB 100X100,0,220,1.0,220.0,NOS
861,2039,-,SERVO MOTOR,0,4,1.0,4.0,NOS
862,2040,832-13-36,REST MYLER,0,6,1.0,6.0,NOS
863,2040,831-17-37,REST MYLER,0,3,1.0,3.0,NOS
864,2040,831-17-36,REST MYLER,0,3,1.0,3.0,NOS
865,2040,830-03-39,REST MYLER,0,2,1.0,2.0,NOS
866,2040,832-11-37,REST MYLER,0,3,1.0,3.0,NOS
867,2040,829-11-43,CLAMP MYLER,0,3,1.0,3.0,NOS
868,2040,832-05-36,REST MYLER,0,2,1.0,2.0,NOS
869,2040,831-09-38,REST MYLER,0,3,1.0,3.0,NOS
870,2040,830-07-38,REST MYLER,0,6,1.0,6.0,NOS
871,2040,832-07-36,REST MYLER,0,3,1.0,3.0,NOS
872,2040,832-3-36,CLAMP MYLER,0,3,1.0,3.0,NOS
873,2040,832-05-37,REST MYLER,0,2,1.0,2.0,NOS
874,2040,831-7-36,REST MYLER,0,3,1.0,3.0,NOS
875,2040,831-13-36,REST MYLER,0,3,1.0,3.0,NOS
876,2040,830-11-37,REST MYLER,0,6,1.0,6.0,NOS
877,2040,830-03-36,REST MYLER,0,6,1.0,6.0,NOS
878,2040,831-11-37,REST MYLER,0,3,1.0,3.0,NOS
879,2040,828-03-56,PIN RETAINER,0,4,1.0,4.0,NOS
880,2040,828-05-48,L BKT,0,2,1.0,2.0,NOS
881,2040,828-05-54,PIN RETAINER,0,6,1.0,6.0,NOS
882,2040,831-07-48,L BKT,0,3,1.0,3.0,NOS
883,2040,830-09-48,L BKT,0,3,1.0,3.0,NOS
884,2040,831-05-37,L BKT,0,3,1.0,3.0,NOS
885,2040,831-15-36,L BKT,0,3,1.0,3.0,NOS
886,2040,829-03-36,L BKT,0,6,1.0,6.0,NOS
887,2041,812-02-02-R1,TILTING ROLLERS FOR SAFETY IMPROVEMENT,0,14,1.0,14.0,NOS
888,2042,-,18x3 FLAT,0,250,1.0,250.0,MTR
889,2043,-,INSERT 40X817mm,0,40,1.0,40.0,NOS
892,2044,00828-03-41,CLAMP MYLER RH,0,3,1.0,3.0,NOS
893,2044,00828-03-41,CLAMP MYLER LH,0,3,1.0,3.0,NOS
895,2044,00828-03-42,CLAMP MYLER RH,0,3,1.0,3.0,NOS
896,2044,00828-03-42,CLAMP MYLER LH,0,3,1.0,3.0,NOS
897,2044,829-03-48,L BKT RH,0,3,1.0,3.0,NOS
898,2044,	829-03-48,L BKT LH,0,3,1.0,3.0,NOS
899,2044,832-11-45,CLAMP MYLER,0,3,1.0,3.0,NOS
900,2044,829-07-41,CLAMP MYLER,0,3,1.0,3.0,NOS
901,2044,831-09-41,CLAMP MYLER,0,3,1.0,3.0,NOS
902,2044,825-03-50,L BKT RH,0,3,1.0,3.0,NOS
903,2044,825-03-50,L BKT LH,0,3,1.0,3.0,NOS
904,2044,829-09-43,CLAMP MYLER RH,0,3,1.0,3.0,NOS
905,2044,829-09-43,CLAMP MYLER LH,0,3,1.0,3.0,NOS
906,2044,829-13-41,CLAMP MYLER,0,3,1.0,3.0,NOS
907,2044,829-09-48,L BKT LH,0,3,1.0,3.0,NOS
908,2044,829-09-48,L BKT RH,0,3,1.0,3.0,NOS
909,2044,828-11-36,REST MYLER,0,3,1.0,3.0,NOS
910,2044,832-11-42,U BKT,0,3,1.0,3.0,NOS
911,2045,828-11-53,L BKT,0,3,1.0,3.0,NOS
912,2045,828-05-49,L BKT,0,6,1.0,6.0,NOS
